Year,Quarter,Month,Day,Average of FILEDISP_DAYS,Median of FILEDISP_DAYS
2023,Qtr 3,August,29,283.88,147
2023,Qtr 3,August,30,441.38,241
2023,Qtr 3,August,31,318.54,230
2023,Qtr 3,September,1,264.20,129
2023,Qtr 3,September,5,345.88,284
2023,Qtr 3,September,6,540.41,236
2023,Qtr 3,September,7,453.22,235
2023,Qtr 3,September,8,313.46,180
2023,Qtr 3,September,11,160.92,85
2023,Qtr 3,September,12,378.41,216
2023,Qtr 3,September,13,735.86,415
2023,Qtr 3,September,14,251.28,144
2023,Qtr 3,September,15,345.56,186
2023,Qtr 3,September,18,437.32,220
2023,Qtr 3,September,19,377.36,290
2023,Qtr 3,September,20,254.58,109
2023,Qtr 3,September,21,348.61,233
2023,Qtr 3,September,25,338.09,218
2023,Qtr 3,September,26,379.92,189
2023,Qtr 3,September,27,399.16,167
2023,Qtr 3,September,28,546.97,239
2023,Qtr 3,September,29,237.86,268
2023,Qtr 4,October,2,189.17,130
2023,Qtr 4,October,3,158.19,117
2023,Qtr 4,October,4,254.32,174
2023,Qtr 4,October,5,471.00,169
2023,Qtr 4,October,6,297.47,233
2023,Qtr 4,October,9,251.33,41
2023,Qtr 4,October,10,434.20,200
2023,Qtr 4,October,11,341.86,196
2023,Qtr 4,October,12,434.26,262
2023,Qtr 4,October,13,420.87,257
2023,Qtr 4,October,16,604.35,250
2023,Qtr 4,October,17,549.24,328
2023,Qtr 4,October,18,426.45,244
2023,Qtr 4,October,19,411.52,259
2023,Qtr 4,October,20,739.86,450
2023,Qtr 4,October,23,560.66,270
2023,Qtr 4,October,24,519.19,258
2023,Qtr 4,October,25,279.88,144
2023,Qtr 4,October,26,305.76,203
2023,Qtr 4,October,27,466.82,156
2023,Qtr 4,October,30,566.69,185
2023,Qtr 4,October,31,479.34,270
2023,Qtr 4,November,1,299.33,203
2023,Qtr 4,November,2,293.60,190
2023,Qtr 4,November,3,442.27,229
2023,Qtr 4,November,6,319.43,214
2023,Qtr 4,November,7,385.10,187
2023,Qtr 4,November,8,339.05,181
2023,Qtr 4,November,9,209.48,126
2023,Qtr 4,November,13,145.34,51
2023,Qtr 4,November,14,298.53,229
2023,Qtr 4,November,15,386.20,209
2023,Qtr 4,November,16,693.90,360
2023,Qtr 4,November,17,226.92,163
2023,Qtr 4,November,20,277.34,146
2023,Qtr 4,November,21,599.29,238
2023,Qtr 4,November,22,334.41,216
2023,Qtr 4,November,23,171.00,171
2023,Qtr 4,November,27,411.56,193
2023,Qtr 4,November,28,560.85,230
2023,Qtr 4,November,29,636.72,182
2023,Qtr 4,November,30,634.92,420
2023,Qtr 4,December,1,478.91,401
2023,Qtr 4,December,4,311.96,176
2023,Qtr 4,December,5,511.05,274
2023,Qtr 4,December,6,751.31,316
2023,Qtr 4,December,7,297.54,162
2023,Qtr 4,December,8,321.57,203
2023,Qtr 4,December,11,427.12,215
2023,Qtr 4,December,12,327.93,236
2023,Qtr 4,December,13,327.08,214
2023,Qtr 4,December,14,187.73,191
2023,Qtr 4,December,15,283.31,252
2023,Qtr 4,December,18,235.00,125
2023,Qtr 4,December,19,190.40,184
2023,Qtr 4,December,20,153.95,96
2023,Qtr 4,December,21,114.33,80
2023,Qtr 4,December,22,208.67,31
2023,Qtr 4,December,26,109.11,98
2023,Qtr 4,December,27,320.18,273
2023,Qtr 4,December,28,175.53,149
2023,Qtr 4,December,29,220.75,146
