Year,Quarter,Month,Day,Average of FILEDISP_DAYS,Median of FILEDISP_DAYS
2017,Qtr 1,January,2,511.00,511
2017,Qtr 1,January,3,149.31,146
2017,Qtr 1,January,4,107.11,85
2017,Qtr 1,January,5,317.21,247
2017,Qtr 1,January,6,183.48,137
2017,Qtr 1,January,9,221.38,168
2017,Qtr 1,January,10,247.35,189
2017,Qtr 1,January,11,192.46,114
2017,Qtr 1,January,12,210.22,156
2017,Qtr 1,January,13,331.00,255
2017,Qtr 1,January,17,428.86,203
2017,Qtr 1,January,18,193.39,168
2017,Qtr 1,January,19,183.77,117
2017,Qtr 1,January,20,188.32,192
2017,Qtr 1,January,23,141.92,106
2017,Qtr 1,January,24,316.08,230
2017,Qtr 1,January,25,198.45,174
2017,Qtr 1,January,26,270.79,164
2017,Qtr 1,January,27,326.82,233
2017,Qtr 1,January,30,250.78,226
2017,Qtr 1,January,31,293.58,81
2017,Qtr 1,February,1,291.37,259
2017,Qtr 1,February,2,238.83,127
2017,Qtr 1,February,3,337.86,161
2017,Qtr 1,February,6,149.54,168
2017,Qtr 1,February,7,126.29,109
2017,Qtr 1,February,8,161.21,76
2017,Qtr 1,February,9,824.81,178
2017,Qtr 1,February,10,258.10,156
2017,Qtr 1,February,14,426.78,447
2017,Qtr 1,February,15,381.96,148
2017,Qtr 1,February,16,329.66,220
2017,Qtr 1,February,17,347.56,73
2017,Qtr 1,February,21,216.00,139
2017,Qtr 1,February,22,177.81,111
2017,Qtr 1,February,23,373.39,317
2017,Qtr 1,February,24,599.56,290
2017,Qtr 1,February,27,210.06,192
2017,Qtr 1,February,28,258.59,133
2017,Qtr 1,March,1,211.77,92
2017,Qtr 1,March,2,190.90,176
2017,Qtr 1,March,3,256.17,221
2017,Qtr 1,March,6,402.27,183
2017,Qtr 1,March,7,126.48,90
2017,Qtr 1,March,8,253.14,154
2017,Qtr 1,March,9,210.12,155
2017,Qtr 1,March,10,185.82,185
2017,Qtr 1,March,13,193.79,142
2017,Qtr 1,March,14,147.29,106
2017,Qtr 1,March,15,341.10,212
2017,Qtr 1,March,16,248.92,156
2017,Qtr 1,March,17,238.39,240
2017,Qtr 1,March,20,384.33,111
2017,Qtr 1,March,21,199.36,110
2017,Qtr 1,March,22,204.67,83
2017,Qtr 1,March,23,181.15,134
2017,Qtr 1,March,24,244.70,226
2017,Qtr 1,March,27,243.03,158
2017,Qtr 1,March,28,257.94,114
2017,Qtr 1,March,29,305.20,251
2017,Qtr 1,March,30,224.13,76
2017,Qtr 2,April,3,309.22,94
2017,Qtr 2,April,4,291.45,113
2017,Qtr 2,April,5,588.00,107
2017,Qtr 2,April,6,316.43,218
2017,Qtr 2,April,7,259.92,162
2017,Qtr 2,April,10,195.38,145
2017,Qtr 2,April,11,280.81,101
2017,Qtr 2,April,12,190.55,149
2017,Qtr 2,April,13,261.85,115
2017,Qtr 2,April,14,178.63,137
2017,Qtr 2,April,17,145.47,77
2017,Qtr 2,April,18,177.53,127
2017,Qtr 2,April,19,198.41,122
2017,Qtr 2,April,20,427.56,177
2017,Qtr 2,April,21,274.61,145
2017,Qtr 2,April,24,345.08,86
2017,Qtr 2,April,25,269.81,119
2017,Qtr 2,April,26,279.32,201
2017,Qtr 2,April,27,262.89,70
2017,Qtr 2,April,28,330.80,112
2017,Qtr 2,May,1,189.10,110
2017,Qtr 2,May,2,139.47,70
2017,Qtr 2,May,3,185.48,148
2017,Qtr 2,May,4,217.52,171
2017,Qtr 2,May,5,232.21,152
2017,Qtr 2,May,8,208.04,161
2017,Qtr 2,May,9,219.89,155
2017,Qtr 2,May,10,176.08,154
2017,Qtr 2,May,11,258.19,162
2017,Qtr 2,May,12,195.76,119
2017,Qtr 2,May,15,155.04,88
2017,Qtr 2,May,16,377.23,125
2017,Qtr 2,May,17,222.63,177
2017,Qtr 2,May,18,399.12,132
2017,Qtr 2,May,19,366.62,232
2017,Qtr 2,May,22,281.19,106
2017,Qtr 2,May,23,153.35,131
2017,Qtr 2,May,24,234.94,133
2017,Qtr 2,May,25,190.38,154
2017,Qtr 2,May,26,264.23,163
2017,Qtr 2,May,30,350.31,104
2017,Qtr 2,May,31,177.12,134
2017,Qtr 2,June,1,190.87,176
2017,Qtr 2,June,2,202.50,195
2017,Qtr 2,June,5,196.92,122
2017,Qtr 2,June,6,272.15,256
2017,Qtr 2,June,7,254.91,116
2017,Qtr 2,June,8,277.79,141
2017,Qtr 2,June,9,722.00,177
2017,Qtr 2,June,12,93.61,74
2017,Qtr 2,June,13,167.58,163
2017,Qtr 2,June,14,202.65,98
2017,Qtr 2,June,15,266.80,92
2017,Qtr 2,June,16,295.40,199
2017,Qtr 2,June,19,163.59,116
2017,Qtr 2,June,20,275.82,91
2017,Qtr 2,June,21,309.56,133
2017,Qtr 2,June,22,240.72,176
2017,Qtr 2,June,23,252.56,234
2017,Qtr 2,June,26,171.86,157
2017,Qtr 2,June,27,226.17,182
2017,Qtr 2,June,28,293.19,76
2017,Qtr 2,June,29,229.36,149
2017,Qtr 2,June,30,371.33,122
2017,Qtr 3,July,1,470.00,470
2017,Qtr 3,July,3,148.86,100
2017,Qtr 3,July,5,148.48,133
2017,Qtr 3,July,6,228.56,105
2017,Qtr 3,July,7,115.41,119
2017,Qtr 3,July,10,138.61,145
2017,Qtr 3,July,11,114.00,103
2017,Qtr 3,July,12,230.13,57
2017,Qtr 3,July,13,284.92,117
2017,Qtr 3,July,14,289.67,232
2017,Qtr 3,July,17,176.43,166
2017,Qtr 3,July,18,261.33,152
2017,Qtr 3,July,19,222.92,167
2017,Qtr 3,July,20,157.43,70
2017,Qtr 3,July,21,234.91,88
2017,Qtr 3,July,24,144.68,66
2017,Qtr 3,July,25,195.65,125
2017,Qtr 3,July,26,289.40,146
2017,Qtr 3,July,27,468.48,176
2017,Qtr 3,July,28,345.00,343
2017,Qtr 3,July,31,132.18,141
2017,Qtr 3,August,1,143.33,126
2017,Qtr 3,August,2,164.82,142
2017,Qtr 3,August,3,245.85,110
2017,Qtr 3,August,4,221.38,129
2017,Qtr 3,August,6,107.00,107
2017,Qtr 3,August,7,199.94,81
2017,Qtr 3,August,8,152.76,88
2017,Qtr 3,August,9,209.31,216
2017,Qtr 3,August,10,152.00,98
2017,Qtr 3,August,11,302.73,229
2017,Qtr 3,August,14,145.24,109
2017,Qtr 3,August,15,442.00,141
2017,Qtr 3,August,16,648.00,215
2017,Qtr 3,August,17,671.00,280
2017,Qtr 3,August,18,158.36,122
2017,Qtr 3,August,21,160.24,90
2017,Qtr 3,August,22,194.93,179
2017,Qtr 3,August,23,314.26,92
2017,Qtr 3,August,24,200.35,134
2017,Qtr 3,August,25,244.06,121
2017,Qtr 3,August,27,632.00,632
2017,Qtr 3,August,28,180.21,136
2017,Qtr 3,August,29,154.63,77
2017,Qtr 3,August,30,368.44,161
2017,Qtr 3,August,31,195.00,140
2017,Qtr 3,September,1,240.00,162
2017,Qtr 3,September,5,311.12,132
2017,Qtr 3,September,6,212.64,169
2017,Qtr 3,September,7,236.10,117
2017,Qtr 3,September,8,423.14,209
2017,Qtr 3,September,11,355.26,133
2017,Qtr 3,September,12,150.89,109
2017,Qtr 3,September,13,298.81,221
2017,Qtr 3,September,14,285.15,110
2017,Qtr 3,September,15,266.33,112
2017,Qtr 3,September,17,369.00,369
2017,Qtr 3,September,18,168.48,97
2017,Qtr 3,September,19,217.19,137
2017,Qtr 3,September,20,99.33,57
2017,Qtr 3,September,21,210.13,141
2017,Qtr 3,September,22,392.60,179
2017,Qtr 3,September,25,139.28,95
2017,Qtr 3,September,26,122.14,97
2017,Qtr 3,September,27,219.75,225
2017,Qtr 3,September,28,342.20,190
2017,Qtr 3,September,29,266.71,148
2017,Qtr 4,October,2,196.81,151
2017,Qtr 4,October,3,244.67,218
2017,Qtr 4,October,4,68.94,49
2017,Qtr 4,October,5,206.63,118
2017,Qtr 4,October,6,483.58,139
2017,Qtr 4,October,10,143.63,86
2017,Qtr 4,October,11,287.43,148
2017,Qtr 4,October,12,438.83,214
2017,Qtr 4,October,13,306.33,238
2017,Qtr 4,October,16,104.27,77
2017,Qtr 4,October,17,325.50,83
2017,Qtr 4,October,18,146.87,79
2017,Qtr 4,October,19,184.58,120
2017,Qtr 4,October,20,615.08,127
2017,Qtr 4,October,23,258.89,131
2017,Qtr 4,October,24,116.12,95
2017,Qtr 4,October,25,1394.18,348
2017,Qtr 4,October,26,200.71,177
2017,Qtr 4,October,27,241.77,220
2017,Qtr 4,October,30,199.81,152
2017,Qtr 4,October,31,160.77,117
2017,Qtr 4,November,1,107.59,96
2017,Qtr 4,November,2,313.20,118
2017,Qtr 4,November,3,594.17,203
2017,Qtr 4,November,6,227.14,146
2017,Qtr 4,November,7,211.93,153
2017,Qtr 4,November,8,284.77,167
2017,Qtr 4,November,9,218.24,111
2017,Qtr 4,November,13,142.00,87
2017,Qtr 4,November,14,235.32,224
2017,Qtr 4,November,15,214.19,119
2017,Qtr 4,November,16,274.85,183
2017,Qtr 4,November,17,373.13,65
2017,Qtr 4,November,20,138.41,111
2017,Qtr 4,November,21,134.38,77
2017,Qtr 4,November,22,149.00,175
2017,Qtr 4,November,27,189.17,111
2017,Qtr 4,November,28,89.67,83
2017,Qtr 4,November,29,437.05,204
2017,Qtr 4,November,30,203.33,138
2017,Qtr 4,December,1,686.50,443
2017,Qtr 4,December,4,243.00,126
2017,Qtr 4,December,5,164.00,159
2017,Qtr 4,December,6,127.80,114
2017,Qtr 4,December,7,691.83,186
2017,Qtr 4,December,8,242.83,168
2017,Qtr 4,December,11,159.06,104
2017,Qtr 4,December,12,198.83,138
2017,Qtr 4,December,13,174.50,170
2017,Qtr 4,December,14,254.50,127
2017,Qtr 4,December,15,941.42,161
2017,Qtr 4,December,18,187.55,146
2017,Qtr 4,December,19,263.32,149
2017,Qtr 4,December,20,168.53,166
2017,Qtr 4,December,21,231.16,153
2017,Qtr 4,December,22,117.92,81
2017,Qtr 4,December,26,317.50,166
2017,Qtr 4,December,27,129.33,92
2017,Qtr 4,December,28,139.70,86
2017,Qtr 4,December,29,150.86,105
2018,Qtr 1,January,2,370.73,106
2018,Qtr 1,January,3,747.11,62
2018,Qtr 1,January,4,182.83,124
2018,Qtr 1,January,5,193.00,132
2018,Qtr 1,January,7,866.00,866
2018,Qtr 1,January,8,161.00,125
2018,Qtr 1,January,9,212.36,167
2018,Qtr 1,January,10,152.47,148
2018,Qtr 1,January,11,190.75,114
2018,Qtr 1,January,12,340.68,161
2018,Qtr 1,January,16,267.91,210
2018,Qtr 1,January,17,171.21,145
2018,Qtr 1,January,18,336.48,171
2018,Qtr 1,January,19,215.93,185
2018,Qtr 1,January,22,166.88,137
2018,Qtr 1,January,23,142.84,94
2018,Qtr 1,January,24,118.83,60
2018,Qtr 1,January,25,218.92,175
2018,Qtr 1,January,26,321.71,244
2018,Qtr 1,January,28,1294.00,1294
2018,Qtr 1,January,29,171.74,171
2018,Qtr 1,January,30,693.00,111
2018,Qtr 1,January,31,157.29,104
2018,Qtr 1,February,1,160.43,126
2018,Qtr 1,February,2,517.25,410
2018,Qtr 1,February,5,125.57,109
2018,Qtr 1,February,6,162.79,110
2018,Qtr 1,February,7,354.04,107
2018,Qtr 1,February,8,361.10,132
2018,Qtr 1,February,9,221.67,195
2018,Qtr 1,February,11,208.00,208
2018,Qtr 1,February,13,533.79,177
2018,Qtr 1,February,14,154.64,87
2018,Qtr 1,February,15,225.39,154
2018,Qtr 1,February,16,388.57,78
2018,Qtr 1,February,20,164.15,84
2018,Qtr 1,February,21,194.39,136
2018,Qtr 1,February,22,297.04,176
2018,Qtr 1,February,23,280.63,245
2018,Qtr 1,February,26,205.97,175
2018,Qtr 1,February,27,195.50,117
2018,Qtr 1,February,28,220.79,124
2018,Qtr 1,March,1,214.19,164
2018,Qtr 1,March,2,266.11,238
2018,Qtr 1,March,5,219.58,124
2018,Qtr 1,March,6,191.92,146
2018,Qtr 1,March,7,184.36,97
2018,Qtr 1,March,8,326.65,167
2018,Qtr 1,March,9,506.06,155
2018,Qtr 1,March,12,212.56,167
2018,Qtr 1,March,13,194.31,84
2018,Qtr 1,March,14,170.90,170
2018,Qtr 1,March,15,191.32,103
2018,Qtr 1,March,16,156.81,74
2018,Qtr 1,March,19,136.93,139
2018,Qtr 1,March,20,212.04,151
2018,Qtr 1,March,21,231.83,123
2018,Qtr 1,March,22,293.42,160
2018,Qtr 1,March,23,409.17,227
2018,Qtr 1,March,26,211.74,133
2018,Qtr 1,March,27,205.50,108
2018,Qtr 1,March,28,241.43,139
2018,Qtr 1,March,29,188.14,156
2018,Qtr 2,April,2,142.81,121
2018,Qtr 2,April,3,126.41,113
2018,Qtr 2,April,4,106.82,78
2018,Qtr 2,April,5,193.00,135
2018,Qtr 2,April,6,204.29,148
2018,Qtr 2,April,9,128.00,123
2018,Qtr 2,April,10,180.24,139
2018,Qtr 2,April,11,378.28,127
2018,Qtr 2,April,12,146.67,134
2018,Qtr 2,April,13,253.18,66
2018,Qtr 2,April,16,158.68,102
2018,Qtr 2,April,17,478.35,165
2018,Qtr 2,April,18,212.06,168
2018,Qtr 2,April,19,132.10,119
2018,Qtr 2,April,20,261.33,208
2018,Qtr 2,April,23,311.40,141
2018,Qtr 2,April,24,169.61,172
2018,Qtr 2,April,25,412.88,122
2018,Qtr 2,April,26,208.70,150
2018,Qtr 2,April,27,295.21,185
2018,Qtr 2,April,30,138.76,104
2018,Qtr 2,May,1,183.31,157
2018,Qtr 2,May,2,257.06,178
2018,Qtr 2,May,3,210.61,197
2018,Qtr 2,May,4,217.25,179
2018,Qtr 2,May,7,252.08,196
2018,Qtr 2,May,8,138.26,106
2018,Qtr 2,May,9,596.91,206
2018,Qtr 2,May,10,136.80,112
2018,Qtr 2,May,11,267.57,219
2018,Qtr 2,May,14,342.65,160
2018,Qtr 2,May,15,226.47,109
2018,Qtr 2,May,16,328.08,196
2018,Qtr 2,May,17,215.89,106
2018,Qtr 2,May,18,1429.36,290
2018,Qtr 2,May,21,216.71,220
2018,Qtr 2,May,22,351.62,90
2018,Qtr 2,May,23,334.75,157
2018,Qtr 2,May,24,225.45,122
2018,Qtr 2,May,25,236.12,135
2018,Qtr 2,May,29,195.50,138
2018,Qtr 2,May,30,269.00,76
2018,Qtr 2,May,31,250.55,125
2018,Qtr 2,June,1,250.00,284
2018,Qtr 2,June,4,195.65,152
2018,Qtr 2,June,5,198.13,116
2018,Qtr 2,June,6,554.60,199
2018,Qtr 2,June,7,190.69,106
2018,Qtr 2,June,8,236.64,137
2018,Qtr 2,June,9,18.00,18
2018,Qtr 2,June,10,150.00,150
2018,Qtr 2,June,11,210.54,162
2018,Qtr 2,June,12,197.84,151
2018,Qtr 2,June,13,281.62,134
2018,Qtr 2,June,14,194.25,89
2018,Qtr 2,June,15,293.00,233
2018,Qtr 2,June,16,131.00,131
2018,Qtr 2,June,18,290.44,166
2018,Qtr 2,June,19,137.45,99
2018,Qtr 2,June,20,125.82,127
2018,Qtr 2,June,21,141.33,110
2018,Qtr 2,June,22,131.45,107
2018,Qtr 2,June,25,300.50,182
2018,Qtr 2,June,26,98.50,76
2018,Qtr 2,June,27,793.44,182
2018,Qtr 2,June,28,197.17,110
2018,Qtr 2,June,29,344.09,280
2018,Qtr 3,July,2,367.17,123
2018,Qtr 3,July,3,232.30,127
2018,Qtr 3,July,5,152.67,105
2018,Qtr 3,July,6,221.27,86
2018,Qtr 3,July,9,200.30,195
2018,Qtr 3,July,10,130.80,65
2018,Qtr 3,July,11,367.46,161
2018,Qtr 3,July,12,294.22,148
2018,Qtr 3,July,13,179.08,146
2018,Qtr 3,July,16,160.12,139
2018,Qtr 3,July,17,162.75,159
2018,Qtr 3,July,18,228.14,167
2018,Qtr 3,July,19,487.38,93
2018,Qtr 3,July,20,234.63,228
2018,Qtr 3,July,23,514.78,108
2018,Qtr 3,July,24,159.13,110
2018,Qtr 3,July,25,219.11,124
2018,Qtr 3,July,26,332.13,56
2018,Qtr 3,July,27,222.25,205
2018,Qtr 3,July,30,138.12,95
2018,Qtr 3,July,31,165.00,151
2018,Qtr 3,August,1,177.81,123
2018,Qtr 3,August,2,140.58,125
2018,Qtr 3,August,3,497.48,129
2018,Qtr 3,August,6,125.33,64
2018,Qtr 3,August,7,105.18,81
2018,Qtr 3,August,8,226.89,190
2018,Qtr 3,August,9,217.48,162
2018,Qtr 3,August,10,235.00,102
2018,Qtr 3,August,13,168.92,110
2018,Qtr 3,August,14,106.13,48
2018,Qtr 3,August,15,113.23,68
2018,Qtr 3,August,16,162.79,113
2018,Qtr 3,August,17,252.64,220
2018,Qtr 3,August,20,156.91,116
2018,Qtr 3,August,21,162.47,105
2018,Qtr 3,August,22,142.07,152
2018,Qtr 3,August,23,179.52,183
2018,Qtr 3,August,24,404.00,143
2018,Qtr 3,August,27,246.79,211
2018,Qtr 3,August,28,256.93,142
2018,Qtr 3,August,29,160.31,134
2018,Qtr 3,August,30,498.52,101
2018,Qtr 3,August,31,106.89,102
2018,Qtr 3,September,4,216.71,147
2018,Qtr 3,September,5,121.73,96
2018,Qtr 3,September,6,198.63,163
2018,Qtr 3,September,7,333.55,198
2018,Qtr 3,September,10,437.29,362
2018,Qtr 3,September,11,1291.50,216
2018,Qtr 3,September,12,181.00,134
2018,Qtr 3,September,13,250.69,66
2018,Qtr 3,September,14,213.15,136
2018,Qtr 3,September,17,127.89,92
2018,Qtr 3,September,18,394.08,175
2018,Qtr 3,September,19,305.86,105
2018,Qtr 3,September,20,383.44,198
2018,Qtr 3,September,21,224.75,153
2018,Qtr 3,September,24,264.42,152
2018,Qtr 3,September,25,1231.52,257
2018,Qtr 3,September,26,1225.32,231
2018,Qtr 3,September,27,238.24,134
2018,Qtr 3,September,28,290.92,77
2018,Qtr 4,October,1,398.04,124
2018,Qtr 4,October,2,251.00,168
2018,Qtr 4,October,3,1898.24,2004
2018,Qtr 4,October,4,240.00,179
2018,Qtr 4,October,5,207.00,213
2018,Qtr 4,October,9,206.88,141
2018,Qtr 4,October,10,167.09,119
2018,Qtr 4,October,11,382.26,150
2018,Qtr 4,October,12,157.30,135
2018,Qtr 4,October,15,2899.55,2243
2018,Qtr 4,October,16,204.63,120
2018,Qtr 4,October,17,220.95,83
2018,Qtr 4,October,18,218.26,100
2018,Qtr 4,October,19,248.84,135
2018,Qtr 4,October,22,141.35,144
2018,Qtr 4,October,23,190.30,137
2018,Qtr 4,October,24,181.67,140
2018,Qtr 4,October,25,171.55,108
2018,Qtr 4,October,26,149.70,56
2018,Qtr 4,October,28,66.00,66
2018,Qtr 4,October,29,151.71,69
2018,Qtr 4,October,30,252.09,176
2018,Qtr 4,October,31,670.13,128
2018,Qtr 4,November,1,218.04,177
2018,Qtr 4,November,2,180.43,157
2018,Qtr 4,November,5,210.37,118
2018,Qtr 4,November,6,381.71,156
2018,Qtr 4,November,7,420.45,85
2018,Qtr 4,November,8,691.82,255
2018,Qtr 4,November,9,164.43,178
2018,Qtr 4,November,13,2796.70,3658
2018,Qtr 4,November,14,215.00,168
2018,Qtr 4,November,15,129.73,118
2018,Qtr 4,November,16,287.09,171
2018,Qtr 4,November,17,341.00,341
2018,Qtr 4,November,19,171.28,122
2018,Qtr 4,November,20,185.50,154
2018,Qtr 4,November,21,162.63,194
2018,Qtr 4,November,25,244.00,244
2018,Qtr 4,November,26,176.40,119
2018,Qtr 4,November,27,187.39,137
2018,Qtr 4,November,28,205.18,106
2018,Qtr 4,November,29,189.45,151
2018,Qtr 4,November,30,490.84,302
2018,Qtr 4,December,3,176.34,111
2018,Qtr 4,December,4,166.77,125
2018,Qtr 4,December,5,235.36,114
2018,Qtr 4,December,6,144.81,86
2018,Qtr 4,December,7,228.00,158
2018,Qtr 4,December,10,385.04,164
2018,Qtr 4,December,11,152.14,136
2018,Qtr 4,December,12,202.25,183
2018,Qtr 4,December,13,198.21,184
2018,Qtr 4,December,14,171.50,158
2018,Qtr 4,December,17,161.65,140
2018,Qtr 4,December,18,109.55,111
2018,Qtr 4,December,19,204.27,168
2018,Qtr 4,December,20,651.33,124
2018,Qtr 4,December,21,291.22,203
2018,Qtr 4,December,24,131.60,118
2018,Qtr 4,December,26,105.33,115
2018,Qtr 4,December,27,120.11,129
2018,Qtr 4,December,28,2062.93,795
2018,Qtr 4,December,31,295.13,172
2019,Qtr 1,January,2,183.33,184
2019,Qtr 1,January,3,718.21,128
2019,Qtr 1,January,4,432.06,164
2019,Qtr 1,January,7,249.43,193
2019,Qtr 1,January,8,204.83,191
2019,Qtr 1,January,9,262.31,236
2019,Qtr 1,January,10,238.59,184
2019,Qtr 1,January,11,304.88,157
2019,Qtr 1,January,14,213.33,99
2019,Qtr 1,January,15,212.35,154
2019,Qtr 1,January,16,181.79,114
2019,Qtr 1,January,17,299.94,302
2019,Qtr 1,January,18,270.90,116
2019,Qtr 1,January,20,284.00,284
2019,Qtr 1,January,22,412.47,186
2019,Qtr 1,January,23,124.82,118
2019,Qtr 1,January,24,284.62,94
2019,Qtr 1,January,25,561.24,172
2019,Qtr 1,January,28,187.13,208
2019,Qtr 1,January,29,183.96,145
2019,Qtr 1,January,30,427.42,161
2019,Qtr 1,January,31,245.30,188
2019,Qtr 1,February,1,233.36,189
2019,Qtr 1,February,3,184.00,184
2019,Qtr 1,February,4,147.81,117
2019,Qtr 1,February,5,162.86,115
2019,Qtr 1,February,6,168.59,51
2019,Qtr 1,February,7,179.13,123
2019,Qtr 1,February,8,311.32,238
2019,Qtr 1,February,11,361.17,180
2019,Qtr 1,February,13,198.84,156
2019,Qtr 1,February,14,213.25,165
2019,Qtr 1,February,15,173.36,145
2019,Qtr 1,February,19,197.39,174
2019,Qtr 1,February,20,201.25,191
2019,Qtr 1,February,21,538.86,170
2019,Qtr 1,February,22,231.95,164
2019,Qtr 1,February,25,304.00,199
2019,Qtr 1,February,26,139.54,135
2019,Qtr 1,February,27,241.74,189
2019,Qtr 1,February,28,798.61,164
2019,Qtr 1,March,1,1096.94,122
2019,Qtr 1,March,4,206.30,160
2019,Qtr 1,March,5,209.18,180
2019,Qtr 1,March,6,156.10,151
2019,Qtr 1,March,7,255.85,234
2019,Qtr 1,March,8,186.85,121
2019,Qtr 1,March,11,178.72,131
2019,Qtr 1,March,12,219.65,196
2019,Qtr 1,March,13,1532.38,221
2019,Qtr 1,March,14,190.83,120
2019,Qtr 1,March,15,3815.73,5784
2019,Qtr 1,March,18,768.36,227
2019,Qtr 1,March,19,2350.90,2442
2019,Qtr 1,March,20,167.73,103
2019,Qtr 1,March,21,287.04,149
2019,Qtr 1,March,22,370.62,232
2019,Qtr 1,March,25,164.70,130
2019,Qtr 1,March,26,192.13,81
2019,Qtr 1,March,27,320.92,195
2019,Qtr 1,March,28,454.29,158
2019,Qtr 1,March,29,250.38,148
2019,Qtr 2,April,2,161.05,116
2019,Qtr 2,April,3,198.75,80
2019,Qtr 2,April,4,145.42,152
2019,Qtr 2,April,5,2862.74,549
2019,Qtr 2,April,8,410.08,306
2019,Qtr 2,April,9,520.23,264
2019,Qtr 2,April,10,354.94,131
2019,Qtr 2,April,11,414.42,82
2019,Qtr 2,April,12,195.87,156
2019,Qtr 2,April,14,4386.00,4386
2019,Qtr 2,April,15,181.28,154
2019,Qtr 2,April,16,206.77,90
2019,Qtr 2,April,17,489.08,223
2019,Qtr 2,April,18,117.00,72
2019,Qtr 2,April,19,180.17,213
2019,Qtr 2,April,22,327.00,234
2019,Qtr 2,April,23,177.64,109
2019,Qtr 2,April,24,354.64,159
2019,Qtr 2,April,25,135.00,126
2019,Qtr 2,April,26,1484.33,366
2019,Qtr 2,April,29,364.85,173
2019,Qtr 2,April,30,201.88,158
2019,Qtr 2,May,1,2465.36,963
2019,Qtr 2,May,2,303.25,139
2019,Qtr 2,May,3,205.33,143
2019,Qtr 2,May,5,384.00,384
2019,Qtr 2,May,6,227.35,199
2019,Qtr 2,May,7,239.70,173
2019,Qtr 2,May,8,217.65,216
2019,Qtr 2,May,9,382.77,217
2019,Qtr 2,May,10,240.47,171
2019,Qtr 2,May,13,146.54,126
2019,Qtr 2,May,14,177.00,190
2019,Qtr 2,May,15,350.31,106
2019,Qtr 2,May,16,166.14,139
2019,Qtr 2,May,17,219.68,191
2019,Qtr 2,May,20,228.03,201
2019,Qtr 2,May,21,207.00,161
2019,Qtr 2,May,22,383.90,134
2019,Qtr 2,May,23,164.52,147
2019,Qtr 2,May,24,211.79,205
2019,Qtr 2,May,25,102.00,102
2019,Qtr 2,May,28,505.81,170
2019,Qtr 2,May,29,1166.50,208
2019,Qtr 2,May,30,269.43,113
2019,Qtr 2,May,31,289.71,302
2019,Qtr 2,June,3,202.87,154
2019,Qtr 2,June,4,323.71,200
2019,Qtr 2,June,5,200.10,186
2019,Qtr 2,June,6,220.95,134
2019,Qtr 2,June,7,713.46,329
2019,Qtr 2,June,10,210.60,218
2019,Qtr 2,June,11,262.35,119
2019,Qtr 2,June,12,234.56,157
2019,Qtr 2,June,13,257.26,97
2019,Qtr 2,June,14,269.15,168
2019,Qtr 2,June,17,219.54,160
2019,Qtr 2,June,18,195.00,138
2019,Qtr 2,June,19,490.08,175
2019,Qtr 2,June,20,363.19,113
2019,Qtr 2,June,21,286.68,141
2019,Qtr 2,June,24,282.06,203
2019,Qtr 2,June,25,209.67,148
2019,Qtr 2,June,26,105.58,59
2019,Qtr 2,June,27,258.00,290
2019,Qtr 2,June,28,310.75,259
2019,Qtr 3,July,1,232.47,237
2019,Qtr 3,July,2,115.33,108
2019,Qtr 3,July,3,92.00,92
2019,Qtr 3,July,5,252.50,222
2019,Qtr 3,July,6,30.00,30
2019,Qtr 3,July,8,260.37,214
2019,Qtr 3,July,9,152.88,146
2019,Qtr 3,July,10,210.92,241
2019,Qtr 3,July,11,171.97,149
2019,Qtr 3,July,12,233.06,205
2019,Qtr 3,July,15,188.10,165
2019,Qtr 3,July,16,229.65,277
2019,Qtr 3,July,17,878.94,157
2019,Qtr 3,July,18,183.52,140
2019,Qtr 3,July,19,863.29,94
2019,Qtr 3,July,22,183.17,131
2019,Qtr 3,July,23,206.88,134
2019,Qtr 3,July,24,166.90,121
2019,Qtr 3,July,25,349.47,127
2019,Qtr 3,July,26,257.23,200
2019,Qtr 3,July,29,236.86,178
2019,Qtr 3,July,30,170.76,134
2019,Qtr 3,July,31,165.46,142
2019,Qtr 3,August,1,185.03,110
2019,Qtr 3,August,2,174.94,174
2019,Qtr 3,August,5,171.39,123
2019,Qtr 3,August,6,169.06,117
2019,Qtr 3,August,7,308.40,230
2019,Qtr 3,August,8,157.55,116
2019,Qtr 3,August,9,374.77,300
2019,Qtr 3,August,12,258.13,146
2019,Qtr 3,August,13,150.23,129
2019,Qtr 3,August,14,181.86,140
2019,Qtr 3,August,15,1084.93,133
2019,Qtr 3,August,16,203.72,168
2019,Qtr 3,August,19,299.18,160
2019,Qtr 3,August,20,194.37,175
2019,Qtr 3,August,21,824.71,135
2019,Qtr 3,August,22,229.61,154
2019,Qtr 3,August,23,337.29,304
2019,Qtr 3,August,26,349.20,214
2019,Qtr 3,August,27,235.62,167
2019,Qtr 3,August,28,233.94,128
2019,Qtr 3,August,29,163.52,144
2019,Qtr 3,August,30,202.38,191
2019,Qtr 3,September,3,220.47,148
