Year,Quarter,Month,Day,Number of Cases
2023,Qtr 1,January,5,13
2023,Qtr 1,January,6,8
2023,Qtr 1,January,7,10
2023,Qtr 1,January,8,6
2023,Qtr 1,January,9,15
2023,Qtr 1,January,10,28
2023,Qtr 1,January,11,15
2023,Qtr 1,January,12,16
2023,Qtr 1,January,13,19
2023,Qtr 1,January,14,9
2023,Qtr 1,January,15,6
2023,Qtr 1,January,17,49
2023,Qtr 1,January,18,22
2023,Qtr 1,January,19,10
2023,Qtr 1,January,20,16
2023,Qtr 1,January,21,6
2023,Qtr 1,January,22,6
2023,Qtr 1,January,23,22
2023,Qtr 1,January,24,23
2023,Qtr 1,January,25,12
2023,Qtr 1,January,26,14
2023,Qtr 1,January,27,17
2023,Qtr 1,January,28,7
2023,Qtr 1,January,29,14
2023,Qtr 1,January,30,23
2023,Qtr 1,January,31,17
2023,Qtr 1,February,1,6
2023,Qtr 1,February,2,14
2023,Qtr 1,February,3,18
2023,Qtr 1,February,4,3
2023,Qtr 1,February,5,15
2023,Qtr 1,February,6,27
2023,Qtr 1,February,7,12
2023,Qtr 1,February,8,11
2023,Qtr 1,February,9,11
2023,Qtr 1,February,10,7
2023,Qtr 1,February,12,7
2023,Qtr 1,February,13,30
2023,Qtr 1,February,14,23
2023,Qtr 1,February,15,14
2023,Qtr 1,February,16,7
2023,Qtr 1,February,17,10
2023,Qtr 1,February,19,1
2023,Qtr 1,February,21,35
2023,Qtr 1,February,22,23
2023,Qtr 1,February,23,17
2023,Qtr 1,February,24,4
2023,Qtr 1,February,26,1
2023,Qtr 1,February,27,22
2023,Qtr 1,February,28,15
2023,Qtr 1,March,1,17
2023,Qtr 1,March,2,12
2023,Qtr 1,March,3,23
2023,Qtr 1,March,4,7
2023,Qtr 1,March,5,6
2023,Qtr 1,March,6,26
2023,Qtr 1,March,7,33
2023,Qtr 1,March,8,17
2023,Qtr 1,March,9,14
2023,Qtr 1,March,10,10
2023,Qtr 1,March,11,1
2023,Qtr 1,March,12,4
2023,Qtr 1,March,13,29
2023,Qtr 1,March,14,29
2023,Qtr 1,March,15,14
2023,Qtr 1,March,16,27
2023,Qtr 1,March,17,12
2023,Qtr 1,March,18,5
2023,Qtr 1,March,19,1
2023,Qtr 1,March,20,28
2023,Qtr 1,March,21,23
2023,Qtr 1,March,22,10
2023,Qtr 1,March,23,13
2023,Qtr 1,March,24,20
2023,Qtr 1,March,25,1
2023,Qtr 1,March,27,22
2023,Qtr 1,March,28,18
2023,Qtr 1,March,29,13
2023,Qtr 1,March,30,12
2023,Qtr 2,April,3,29
2023,Qtr 2,April,4,24
2023,Qtr 2,April,5,20
2023,Qtr 2,April,6,18
2023,Qtr 2,April,7,22
2023,Qtr 2,April,8,5
2023,Qtr 2,April,9,3
2023,Qtr 2,April,10,24
2023,Qtr 2,April,11,25
2023,Qtr 2,April,12,7
2023,Qtr 2,April,13,21
2023,Qtr 2,April,14,18
2023,Qtr 2,April,15,2
2023,Qtr 2,April,16,1
2023,Qtr 2,April,17,27
2023,Qtr 2,April,18,20
2023,Qtr 2,April,19,19
2023,Qtr 2,April,20,11
2023,Qtr 2,April,21,13
2023,Qtr 2,April,22,3
2023,Qtr 2,April,24,28
2023,Qtr 2,April,25,23
2023,Qtr 2,April,26,20
2023,Qtr 2,April,27,11
2023,Qtr 2,April,28,19
2023,Qtr 2,April,29,4
2023,Qtr 2,May,1,18
2023,Qtr 2,May,2,32
2023,Qtr 2,May,3,18
2023,Qtr 2,May,4,11
2023,Qtr 2,May,5,9
2023,Qtr 2,May,6,4
2023,Qtr 2,May,8,26
2023,Qtr 2,May,9,24
2023,Qtr 2,May,10,22
2023,Qtr 2,May,11,18
2023,Qtr 2,May,12,13
2023,Qtr 2,May,13,3
2023,Qtr 2,May,14,3
2023,Qtr 2,May,15,25
2023,Qtr 2,May,16,21
2023,Qtr 2,May,17,18
2023,Qtr 2,May,18,19
2023,Qtr 2,May,19,9
2023,Qtr 2,May,22,23
2023,Qtr 2,May,23,25
2023,Qtr 2,May,24,13
2023,Qtr 2,May,25,16
2023,Qtr 2,May,26,12
2023,Qtr 2,May,30,31
2023,Qtr 2,May,31,24
2023,Qtr 2,June,1,22
2023,Qtr 2,June,2,13
2023,Qtr 2,June,3,3
2023,Qtr 2,June,4,2
2023,Qtr 2,June,5,25
2023,Qtr 2,June,6,20
2023,Qtr 2,June,7,16
2023,Qtr 2,June,8,10
2023,Qtr 2,June,9,18
2023,Qtr 2,June,10,7
2023,Qtr 2,June,11,6
2023,Qtr 2,June,12,33
2023,Qtr 2,June,13,34
2023,Qtr 2,June,14,17
2023,Qtr 2,June,15,31
2023,Qtr 2,June,16,17
2023,Qtr 2,June,19,1
2023,Qtr 2,June,20,37
2023,Qtr 2,June,21,34
2023,Qtr 2,June,22,20
2023,Qtr 2,June,23,11
2023,Qtr 2,June,24,4
2023,Qtr 2,June,26,30
2023,Qtr 2,June,27,21
2023,Qtr 2,June,28,21
2023,Qtr 2,June,29,23
2023,Qtr 2,June,30,13
2023,Qtr 3,July,3,29
2023,Qtr 3,July,5,40
2023,Qtr 3,July,6,33
2023,Qtr 3,July,7,23
2023,Qtr 3,July,8,7
2023,Qtr 3,July,9,1
2023,Qtr 3,July,10,27
2023,Qtr 3,July,11,22
2023,Qtr 3,July,12,22
2023,Qtr 3,July,13,15
2023,Qtr 3,July,14,15
2023,Qtr 3,July,15,5
2023,Qtr 3,July,17,21
2023,Qtr 3,July,18,39
2023,Qtr 3,July,19,25
2023,Qtr 3,July,20,26
2023,Qtr 3,July,21,15
2023,Qtr 3,July,23,1
2023,Qtr 3,July,24,31
2023,Qtr 3,July,25,26
2023,Qtr 3,July,26,17
2023,Qtr 3,July,27,13
2023,Qtr 3,July,28,17
2023,Qtr 3,July,29,2
2023,Qtr 3,July,30,3
2023,Qtr 3,July,31,26
2023,Qtr 3,August,1,28
2023,Qtr 3,August,2,14
2023,Qtr 3,August,3,21
2023,Qtr 3,August,4,17
2023,Qtr 3,August,6,6
2023,Qtr 3,August,7,24
2023,Qtr 3,August,8,23
2023,Qtr 3,August,9,13
2023,Qtr 3,August,10,22
2023,Qtr 3,August,11,18
2023,Qtr 3,August,13,11
2023,Qtr 3,August,14,28
2023,Qtr 3,August,15,25
2023,Qtr 3,August,16,14
2023,Qtr 3,August,17,15
2023,Qtr 3,August,18,11
2023,Qtr 3,August,19,7
2023,Qtr 3,August,21,34
2023,Qtr 3,August,22,22
2023,Qtr 3,August,23,10
2023,Qtr 3,August,24,15
2023,Qtr 3,August,25,6
2023,Qtr 3,August,27,9
2023,Qtr 3,August,28,29
2023,Qtr 3,August,29,30
2023,Qtr 3,August,30,14
2023,Qtr 3,August,31,18
2023,Qtr 3,September,1,16
2023,Qtr 3,September,2,3
2023,Qtr 3,September,3,1
2023,Qtr 3,September,4,1
2023,Qtr 3,September,5,31
2023,Qtr 3,September,6,24
2023,Qtr 3,September,7,24
2023,Qtr 3,September,8,10
2023,Qtr 3,September,9,5
2023,Qtr 3,September,10,2
2023,Qtr 3,September,11,23
2023,Qtr 3,September,12,32
2023,Qtr 3,September,13,12
2023,Qtr 3,September,14,17
2023,Qtr 3,September,15,8
2023,Qtr 3,September,16,1
2023,Qtr 3,September,17,6
2023,Qtr 3,September,18,26
2023,Qtr 3,September,19,15
2023,Qtr 3,September,20,15
2023,Qtr 3,September,21,14
2023,Qtr 3,September,22,9
2023,Qtr 3,September,25,28
2023,Qtr 3,September,26,27
2023,Qtr 3,September,27,22
2023,Qtr 3,September,28,19
2023,Qtr 3,September,29,19
2023,Qtr 3,September,30,1
2023,Qtr 4,October,2,30
2023,Qtr 4,October,3,19
2023,Qtr 4,October,4,16
2023,Qtr 4,October,5,19
2023,Qtr 4,October,6,20
2023,Qtr 4,October,9,9
2023,Qtr 4,October,10,28
2023,Qtr 4,October,11,15
2023,Qtr 4,October,12,17
2023,Qtr 4,October,13,11
2023,Qtr 4,October,14,1
2023,Qtr 4,October,16,30
2023,Qtr 4,October,17,17
2023,Qtr 4,October,18,25
2023,Qtr 4,October,19,21
2023,Qtr 4,October,20,21
2023,Qtr 4,October,21,3
2023,Qtr 4,October,22,3
2023,Qtr 4,October,23,35
2023,Qtr 4,October,24,25
2023,Qtr 4,October,25,14
2023,Qtr 4,October,26,24
2023,Qtr 4,October,27,17
2023,Qtr 4,October,28,2
2023,Qtr 4,October,29,9
2023,Qtr 4,October,30,26
2023,Qtr 4,October,31,31
2023,Qtr 4,November,1,12
2023,Qtr 4,November,2,19
2023,Qtr 4,November,3,8
2023,Qtr 4,November,4,1
2023,Qtr 4,November,5,1
2023,Qtr 4,November,6,25
2023,Qtr 4,November,7,19
2023,Qtr 4,November,8,15
2023,Qtr 4,November,9,12
2023,Qtr 4,November,12,1
2023,Qtr 4,November,13,32
2023,Qtr 4,November,14,17
2023,Qtr 4,November,15,25
2023,Qtr 4,November,16,13
2023,Qtr 4,November,17,15
2023,Qtr 4,November,18,3
2023,Qtr 4,November,19,1
2023,Qtr 4,November,20,27
2023,Qtr 4,November,21,26
2023,Qtr 4,November,22,13
2023,Qtr 4,November,24,1
2023,Qtr 4,November,27,32
2023,Qtr 4,November,28,21
2023,Qtr 4,November,29,8
2023,Qtr 4,November,30,12
2023,Qtr 4,December,1,12
2023,Qtr 4,December,2,1
2023,Qtr 4,December,4,15
2023,Qtr 4,December,5,12
2023,Qtr 4,December,6,16
2023,Qtr 4,December,7,20
2023,Qtr 4,December,8,4
2023,Qtr 4,December,11,22
2023,Qtr 4,December,12,14
2023,Qtr 4,December,13,11
2023,Qtr 4,December,14,14
2023,Qtr 4,December,15,11
2023,Qtr 4,December,18,14
2023,Qtr 4,December,19,19
2023,Qtr 4,December,20,10
2023,Qtr 4,December,21,9
2023,Qtr 4,December,22,8
2023,Qtr 4,December,26,14
2023,Qtr 4,December,27,35
2023,Qtr 4,December,28,8
2023,Qtr 4,December,29,13
