Year,Quarter,Month,Day,Average of FILING_DECISION_SORT,DEF_RACE
2020,Qtr 1,February,21,10.00%,Asian
2020,Qtr 1,February,21,0.00%,Black
2020,Qtr 1,February,21,0.00%,Latino
2020,Qtr 1,February,21,8.82%,White
2020,Qtr 1,February,22,66.67%,Latino
2020,Qtr 1,February,22,0.00%,White
2020,Qtr 1,February,24,100.00%,Missing/Unknown
2020,Qtr 1,February,24,0.00%,Asian
2020,Qtr 1,February,24,33.33%,Black
2020,Qtr 1,February,24,8.33%,Latino
2020,Qtr 1,February,24,18.75%,White
2020,Qtr 1,February,25,0.00%,Asian
2020,Qtr 1,February,25,0.00%,Black
2020,Qtr 1,February,25,20.00%,Latino
2020,Qtr 1,February,25,6.67%,White
2020,Qtr 1,February,26,100.00%,Missing/Unknown
2020,Qtr 1,February,26,0.00%,Asian
2020,Qtr 1,February,26,0.00%,Black
2020,Qtr 1,February,26,0.00%,Latino
2020,Qtr 1,February,26,14.29%,White
2020,Qtr 1,February,27,100.00%,Missing/Unknown
2020,Qtr 1,February,27,0.00%,Asian
2020,Qtr 1,February,27,22.22%,Black
2020,Qtr 1,February,27,14.29%,Latino
2020,Qtr 1,February,27,20.00%,White
2020,Qtr 1,February,28,0.00%,Missing/Unknown
2020,Qtr 1,February,28,50.00%,Asian
2020,Qtr 1,February,28,50.00%,Black
2020,Qtr 1,February,28,62.50%,Latino
2020,Qtr 1,February,28,33.33%,White
2020,Qtr 1,February,29,0.00%,Latino
2020,Qtr 1,March,1,0.00%,Asian
2020,Qtr 1,March,1,66.67%,Latino
2020,Qtr 1,March,1,50.00%,White
2020,Qtr 1,March,2,0.00%,Missing/Unknown
2020,Qtr 1,March,2,0.00%,Asian
2020,Qtr 1,March,2,0.00%,Black
2020,Qtr 1,March,2,10.53%,Latino
2020,Qtr 1,March,2,18.75%,White
2020,Qtr 1,March,3,0.00%,Asian
2020,Qtr 1,March,3,14.29%,Black
2020,Qtr 1,March,3,9.52%,Latino
2020,Qtr 1,March,3,8.33%,White
2020,Qtr 1,March,4,0.00%,Missing/Unknown
2020,Qtr 1,March,4,0.00%,Asian
2020,Qtr 1,March,4,11.11%,Black
2020,Qtr 1,March,4,3.70%,Latino
2020,Qtr 1,March,4,0.00%,White
2020,Qtr 1,March,5,0.00%,Asian
2020,Qtr 1,March,5,0.00%,Black
2020,Qtr 1,March,5,15.38%,Latino
2020,Qtr 1,March,5,0.00%,White
2020,Qtr 1,March,6,0.00%,Missing/Unknown
2020,Qtr 1,March,6,0.00%,Asian
2020,Qtr 1,March,6,0.00%,Black
2020,Qtr 1,March,6,5.88%,Latino
2020,Qtr 1,March,6,33.33%,White
2020,Qtr 1,March,9,14.29%,Latino
2020,Qtr 1,March,9,60.00%,White
2020,Qtr 1,March,10,0.00%,Asian
2020,Qtr 1,March,10,0.00%,Black
2020,Qtr 1,March,10,17.24%,Latino
2020,Qtr 1,March,10,14.29%,White
2020,Qtr 1,March,11,0.00%,Missing/Unknown
2020,Qtr 1,March,11,0.00%,Asian
2020,Qtr 1,March,11,0.00%,Black
2020,Qtr 1,March,11,8.70%,Latino
2020,Qtr 1,March,11,7.69%,White
2020,Qtr 1,March,12,0.00%,Asian
2020,Qtr 1,March,12,0.00%,Black
2020,Qtr 1,March,12,5.00%,Latino
2020,Qtr 1,March,12,12.50%,White
2020,Qtr 1,March,13,0.00%,Asian
2020,Qtr 1,March,13,20.00%,Latino
2020,Qtr 1,March,13,33.33%,White
2020,Qtr 1,March,15,0.00%,Asian
2020,Qtr 1,March,15,0.00%,Black
2020,Qtr 1,March,15,0.00%,Latino
2020,Qtr 1,March,15,0.00%,White
2020,Qtr 1,March,16,0.00%,Latino
2020,Qtr 1,March,16,80.00%,White
2020,Qtr 1,March,17,0.00%,White
2020,Qtr 1,March,18,0.00%,Latino
2020,Qtr 1,March,18,0.00%,White
2020,Qtr 1,March,19,100.00%,Black
2020,Qtr 1,March,19,16.67%,Latino
2020,Qtr 1,March,19,50.00%,White
2020,Qtr 1,March,20,0.00%,Asian
2020,Qtr 1,March,20,0.00%,Black
2020,Qtr 1,March,20,0.00%,Latino
2020,Qtr 1,March,20,0.00%,White
2020,Qtr 1,March,21,0.00%,Latino
2020,Qtr 1,March,23,0.00%,Asian
2020,Qtr 1,March,23,0.00%,Black
2020,Qtr 1,March,23,0.00%,White
2020,Qtr 1,March,24,0.00%,Missing/Unknown
2020,Qtr 1,March,24,50.00%,Asian
2020,Qtr 1,March,24,0.00%,Latino
2020,Qtr 1,March,24,12.50%,White
2020,Qtr 1,March,25,0.00%,Black
2020,Qtr 1,March,25,0.00%,Latino
2020,Qtr 1,March,25,0.00%,White
2020,Qtr 1,March,26,0.00%,Asian
2020,Qtr 1,March,26,0.00%,Black
2020,Qtr 1,March,26,0.00%,Latino
2020,Qtr 1,March,26,0.00%,White
2020,Qtr 1,March,27,0.00%,Missing/Unknown
2020,Qtr 1,March,27,100.00%,Asian
2020,Qtr 1,March,27,33.33%,Black
2020,Qtr 1,March,27,0.00%,Latino
2020,Qtr 1,March,27,11.11%,White
2020,Qtr 1,March,29,0.00%,Latino
2020,Qtr 1,March,29,0.00%,White
2020,Qtr 1,March,30,12.50%,Latino
2020,Qtr 1,March,30,0.00%,White
2020,Qtr 1,March,31,0.00%,Missing/Unknown
2020,Qtr 1,March,31,0.00%,Asian
2020,Qtr 1,March,31,0.00%,Black
2020,Qtr 1,March,31,0.00%,Latino
2020,Qtr 1,March,31,0.00%,White
2020,Qtr 2,April,1,100.00%,Black
2020,Qtr 2,April,1,0.00%,Latino
2020,Qtr 2,April,1,0.00%,White
2020,Qtr 2,April,2,0.00%,Black
2020,Qtr 2,April,2,12.50%,Latino
2020,Qtr 2,April,2,10.00%,White
2020,Qtr 2,April,3,100.00%,Latino
2020,Qtr 2,April,3,0.00%,White
2020,Qtr 2,April,4,0.00%,Latino
2020,Qtr 2,April,5,0.00%,Missing/Unknown
2020,Qtr 2,April,5,0.00%,Asian
2020,Qtr 2,April,5,0.00%,Black
2020,Qtr 2,April,5,3.70%,Latino
2020,Qtr 2,April,5,0.00%,White
2020,Qtr 2,April,6,0.00%,Missing/Unknown
2020,Qtr 2,April,6,0.00%,Asian
2020,Qtr 2,April,6,0.00%,Black
2020,Qtr 2,April,6,5.26%,Latino
2020,Qtr 2,April,6,4.35%,White
2020,Qtr 2,April,7,100.00%,Missing/Unknown
2020,Qtr 2,April,7,0.00%,Asian
2020,Qtr 2,April,7,0.00%,Latino
2020,Qtr 2,April,7,0.00%,White
2020,Qtr 2,April,8,0.00%,Asian
2020,Qtr 2,April,8,33.33%,Black
2020,Qtr 2,April,8,25.00%,Latino
2020,Qtr 2,April,8,0.00%,White
2020,Qtr 2,April,9,0.00%,Asian
2020,Qtr 2,April,9,50.00%,White
2020,Qtr 2,April,10,0.00%,White
2020,Qtr 2,April,13,33.33%,Black
2020,Qtr 2,April,13,0.00%,Latino
2020,Qtr 2,April,14,0.00%,Asian
2020,Qtr 2,April,14,0.00%,Latino
2020,Qtr 2,April,14,0.00%,White
2020,Qtr 2,April,15,66.67%,Latino
2020,Qtr 2,April,15,0.00%,White
2020,Qtr 2,April,16,0.00%,Missing/Unknown
2020,Qtr 2,April,16,14.29%,Asian
2020,Qtr 2,April,16,0.00%,Black
2020,Qtr 2,April,16,10.53%,Latino
2020,Qtr 2,April,16,7.14%,White
2020,Qtr 2,April,17,100.00%,Missing/Unknown
2020,Qtr 2,April,17,0.00%,Asian
2020,Qtr 2,April,17,0.00%,Black
2020,Qtr 2,April,17,2.08%,Latino
2020,Qtr 2,April,17,4.00%,White
2020,Qtr 2,April,18,0.00%,White
2020,Qtr 2,April,19,0.00%,Latino
2020,Qtr 2,April,20,0.00%,Missing/Unknown
2020,Qtr 2,April,20,16.67%,Asian
2020,Qtr 2,April,20,0.00%,Black
2020,Qtr 2,April,20,2.63%,Latino
2020,Qtr 2,April,20,0.00%,White
2020,Qtr 2,April,21,0.00%,Missing/Unknown
2020,Qtr 2,April,21,0.00%,Asian
2020,Qtr 2,April,21,50.00%,Black
2020,Qtr 2,April,21,16.67%,Latino
2020,Qtr 2,April,21,15.38%,White
2020,Qtr 2,April,22,100.00%,Missing/Unknown
2020,Qtr 2,April,22,0.00%,Asian
2020,Qtr 2,April,22,0.00%,Black
2020,Qtr 2,April,22,0.00%,Latino
2020,Qtr 2,April,22,0.00%,White
2020,Qtr 2,April,23,0.00%,Missing/Unknown
2020,Qtr 2,April,23,14.29%,Asian
2020,Qtr 2,April,23,0.00%,Black
2020,Qtr 2,April,23,18.18%,Latino
2020,Qtr 2,April,23,0.00%,White
2020,Qtr 2,April,24,0.00%,Missing/Unknown
2020,Qtr 2,April,24,0.00%,Asian
2020,Qtr 2,April,24,0.00%,Black
2020,Qtr 2,April,24,0.00%,Latino
2020,Qtr 2,April,24,0.00%,White
2020,Qtr 2,April,25,0.00%,Latino
2020,Qtr 2,April,26,0.00%,Latino
2020,Qtr 2,April,26,0.00%,White
2020,Qtr 2,April,27,0.00%,Asian
2020,Qtr 2,April,27,0.00%,Black
2020,Qtr 2,April,27,4.00%,Latino
2020,Qtr 2,April,27,14.29%,White
2020,Qtr 2,April,28,0.00%,Asian
2020,Qtr 2,April,28,0.00%,Black
2020,Qtr 2,April,28,5.88%,Latino
2020,Qtr 2,April,28,0.00%,White
2020,Qtr 2,April,29,0.00%,Asian
2020,Qtr 2,April,29,0.00%,Black
2020,Qtr 2,April,29,9.52%,Latino
2020,Qtr 2,April,29,0.00%,White
2020,Qtr 2,April,30,0.00%,Asian
2020,Qtr 2,April,30,0.00%,Black
2020,Qtr 2,April,30,0.00%,Latino
2020,Qtr 2,April,30,10.00%,White
2020,Qtr 2,May,1,0.00%,Missing/Unknown
2020,Qtr 2,May,1,20.00%,Asian
2020,Qtr 2,May,1,0.00%,Black
2020,Qtr 2,May,1,0.00%,Latino
2020,Qtr 2,May,1,0.00%,White
2020,Qtr 2,May,4,0.00%,Missing/Unknown
2020,Qtr 2,May,4,0.00%,Asian
2020,Qtr 2,May,4,0.00%,Black
2020,Qtr 2,May,4,11.11%,Latino
2020,Qtr 2,May,4,0.00%,White
2020,Qtr 2,May,5,100.00%,Black
2020,Qtr 2,May,5,50.00%,Latino
2020,Qtr 2,May,5,25.00%,White
2020,Qtr 2,May,6,0.00%,Asian
2020,Qtr 2,May,6,16.67%,Black
2020,Qtr 2,May,6,0.00%,Latino
2020,Qtr 2,May,6,0.00%,White
2020,Qtr 2,May,7,33.33%,Missing/Unknown
2020,Qtr 2,May,7,0.00%,Asian
2020,Qtr 2,May,7,0.00%,Black
2020,Qtr 2,May,7,0.00%,Latino
2020,Qtr 2,May,7,14.29%,White
2020,Qtr 2,May,8,0.00%,Asian
2020,Qtr 2,May,8,0.00%,Black
2020,Qtr 2,May,8,0.00%,Latino
2020,Qtr 2,May,8,0.00%,White
2020,Qtr 2,May,9,66.67%,Latino
2020,Qtr 2,May,9,50.00%,White
2020,Qtr 2,May,11,0.00%,Missing/Unknown
2020,Qtr 2,May,11,0.00%,Asian
2020,Qtr 2,May,11,0.00%,Black
2020,Qtr 2,May,11,0.00%,Latino
2020,Qtr 2,May,11,0.00%,White
2020,Qtr 2,May,12,0.00%,Asian
2020,Qtr 2,May,12,50.00%,Black
2020,Qtr 2,May,12,0.00%,Latino
2020,Qtr 2,May,12,0.00%,White
2020,Qtr 2,May,13,0.00%,Missing/Unknown
2020,Qtr 2,May,13,0.00%,Asian
2020,Qtr 2,May,13,0.00%,Black
2020,Qtr 2,May,13,0.00%,Latino
2020,Qtr 2,May,13,5.88%,White
2020,Qtr 2,May,14,0.00%,Asian
2020,Qtr 2,May,14,20.00%,Black
2020,Qtr 2,May,14,7.41%,Latino
2020,Qtr 2,May,14,0.00%,White
2020,Qtr 2,May,15,0.00%,Asian
2020,Qtr 2,May,15,0.00%,Black
2020,Qtr 2,May,15,0.00%,Latino
2020,Qtr 2,May,15,25.00%,White
2020,Qtr 2,May,16,50.00%,Asian
2020,Qtr 2,May,16,0.00%,Latino
2020,Qtr 2,May,16,0.00%,White
2020,Qtr 2,May,17,0.00%,Black
2020,Qtr 2,May,17,0.00%,Latino
2020,Qtr 2,May,17,0.00%,White
2020,Qtr 2,May,18,0.00%,Asian
2020,Qtr 2,May,18,0.00%,Black
2020,Qtr 2,May,18,9.09%,Latino
2020,Qtr 2,May,18,0.00%,White
2020,Qtr 2,May,19,100.00%,Missing/Unknown
2020,Qtr 2,May,19,0.00%,Asian
2020,Qtr 2,May,19,0.00%,Black
2020,Qtr 2,May,19,0.00%,Latino
2020,Qtr 2,May,19,0.00%,White
2020,Qtr 2,May,20,0.00%,Asian
2020,Qtr 2,May,20,0.00%,Black
2020,Qtr 2,May,20,0.00%,Latino
2020,Qtr 2,May,20,9.09%,White
2020,Qtr 2,May,21,0.00%,Asian
2020,Qtr 2,May,21,20.00%,Latino
2020,Qtr 2,May,21,0.00%,White
2020,Qtr 2,May,22,0.00%,Missing/Unknown
2020,Qtr 2,May,22,0.00%,Black
2020,Qtr 2,May,22,0.00%,Latino
2020,Qtr 2,May,22,0.00%,White
2020,Qtr 2,May,23,0.00%,Asian
2020,Qtr 2,May,23,0.00%,Latino
2020,Qtr 2,May,24,0.00%,Missing/Unknown
2020,Qtr 2,May,24,0.00%,Asian
2020,Qtr 2,May,24,0.00%,Black
2020,Qtr 2,May,24,0.00%,Latino
2020,Qtr 2,May,24,0.00%,White
2020,Qtr 2,May,25,0.00%,Latino
2020,Qtr 2,May,25,33.33%,White
2020,Qtr 2,May,26,0.00%,Missing/Unknown
2020,Qtr 2,May,26,0.00%,Asian
2020,Qtr 2,May,26,0.00%,Black
2020,Qtr 2,May,26,9.38%,Latino
2020,Qtr 2,May,26,0.00%,White
2020,Qtr 2,May,27,0.00%,Missing/Unknown
2020,Qtr 2,May,27,0.00%,Asian
2020,Qtr 2,May,27,0.00%,Black
2020,Qtr 2,May,27,0.00%,Latino
2020,Qtr 2,May,27,5.26%,White
2020,Qtr 2,May,28,0.00%,Missing/Unknown
2020,Qtr 2,May,28,0.00%,Asian
2020,Qtr 2,May,28,33.33%,Black
2020,Qtr 2,May,28,0.00%,Latino
2020,Qtr 2,May,28,0.00%,White
2020,Qtr 2,May,29,0.00%,Missing/Unknown
2020,Qtr 2,May,29,14.29%,Asian
2020,Qtr 2,May,29,20.00%,Black
2020,Qtr 2,May,29,0.00%,Latino
2020,Qtr 2,May,29,0.00%,White
2020,Qtr 2,June,1,66.67%,Asian
2020,Qtr 2,June,1,33.33%,Latino
2020,Qtr 2,June,1,20.00%,White
2020,Qtr 2,June,2,0.00%,Missing/Unknown
2020,Qtr 2,June,2,0.00%,Asian
2020,Qtr 2,June,2,25.00%,Black
2020,Qtr 2,June,2,33.33%,Latino
2020,Qtr 2,June,2,0.00%,White
2020,Qtr 2,June,3,15.38%,Latino
2020,Qtr 2,June,3,33.33%,White
2020,Qtr 2,June,4,0.00%,Asian
2020,Qtr 2,June,4,100.00%,Latino
2020,Qtr 2,June,4,25.00%,White
2020,Qtr 2,June,5,0.00%,Missing/Unknown
2020,Qtr 2,June,5,14.29%,Asian
2020,Qtr 2,June,5,0.00%,Black
2020,Qtr 2,June,5,2.63%,Latino
2020,Qtr 2,June,5,4.35%,White
2020,Qtr 2,June,6,0.00%,Missing/Unknown
2020,Qtr 2,June,6,0.00%,Asian
2020,Qtr 2,June,6,0.00%,Black
2020,Qtr 2,June,6,0.00%,Latino
2020,Qtr 2,June,6,0.00%,White
2020,Qtr 2,June,7,0.00%,Asian
2020,Qtr 2,June,7,0.00%,Black
2020,Qtr 2,June,7,8.00%,Latino
2020,Qtr 2,June,7,0.00%,White
2020,Qtr 2,June,8,100.00%,Missing/Unknown
2020,Qtr 2,June,8,0.00%,Asian
2020,Qtr 2,June,8,0.00%,Black
2020,Qtr 2,June,8,0.00%,Latino
2020,Qtr 2,June,8,0.00%,White
2020,Qtr 2,June,9,0.00%,Missing/Unknown
2020,Qtr 2,June,9,50.00%,Asian
2020,Qtr 2,June,9,0.00%,Black
2020,Qtr 2,June,9,0.00%,Latino
2020,Qtr 2,June,9,0.00%,White
2020,Qtr 2,June,10,0.00%,Black
2020,Qtr 2,June,10,0.00%,Latino
2020,Qtr 2,June,10,0.00%,White
2020,Qtr 2,June,11,0.00%,Asian
2020,Qtr 2,June,11,0.00%,Black
2020,Qtr 2,June,11,33.33%,Latino
2020,Qtr 2,June,11,0.00%,White
2020,Qtr 2,June,12,0.00%,Asian
2020,Qtr 2,June,12,0.00%,Black
2020,Qtr 2,June,12,0.00%,Latino
2020,Qtr 2,June,12,0.00%,White
2020,Qtr 2,June,13,20.00%,Asian
2020,Qtr 2,June,13,0.00%,Black
2020,Qtr 2,June,13,7.14%,Latino
2020,Qtr 2,June,13,0.00%,White
2020,Qtr 2,June,14,0.00%,Missing/Unknown
2020,Qtr 2,June,14,0.00%,Asian
2020,Qtr 2,June,14,0.00%,Black
2020,Qtr 2,June,14,9.52%,Latino
2020,Qtr 2,June,14,0.00%,White
2020,Qtr 2,June,15,0.00%,Asian
2020,Qtr 2,June,15,0.00%,Black
2020,Qtr 2,June,15,11.11%,Latino
2020,Qtr 2,June,15,0.00%,White
2020,Qtr 2,June,16,0.00%,Asian
2020,Qtr 2,June,16,0.00%,Black
2020,Qtr 2,June,16,13.64%,Latino
2020,Qtr 2,June,16,0.00%,White
2020,Qtr 2,June,17,0.00%,Asian
2020,Qtr 2,June,17,100.00%,Black
2020,Qtr 2,June,17,0.00%,Latino
2020,Qtr 2,June,17,14.29%,White
2020,Qtr 2,June,18,0.00%,Missing/Unknown
2020,Qtr 2,June,18,0.00%,Asian
2020,Qtr 2,June,18,66.67%,Latino
2020,Qtr 2,June,18,20.00%,White
2020,Qtr 2,June,19,0.00%,Black
2020,Qtr 2,June,19,0.00%,Latino
2020,Qtr 2,June,19,0.00%,White
2020,Qtr 2,June,20,0.00%,Asian
2020,Qtr 2,June,20,0.00%,Black
2020,Qtr 2,June,20,0.00%,Latino
2020,Qtr 2,June,20,0.00%,White
2020,Qtr 2,June,21,0.00%,Asian
2020,Qtr 2,June,21,0.00%,Black
2020,Qtr 2,June,21,0.00%,Latino
2020,Qtr 2,June,21,5.56%,White
2020,Qtr 2,June,22,0.00%,Black
2020,Qtr 2,June,22,11.11%,Latino
2020,Qtr 2,June,22,0.00%,White
2020,Qtr 2,June,23,0.00%,Missing/Unknown
2020,Qtr 2,June,23,0.00%,Asian
2020,Qtr 2,June,23,0.00%,Black
2020,Qtr 2,June,23,0.00%,Latino
2020,Qtr 2,June,23,16.67%,White
2020,Qtr 2,June,24,0.00%,Asian
2020,Qtr 2,June,24,0.00%,Black
2020,Qtr 2,June,24,0.00%,Latino
2020,Qtr 2,June,24,50.00%,White
2020,Qtr 2,June,25,0.00%,Asian
2020,Qtr 2,June,25,0.00%,Black
2020,Qtr 2,June,25,20.00%,Latino
2020,Qtr 2,June,25,100.00%,White
2020,Qtr 2,June,26,0.00%,Latino
2020,Qtr 2,June,26,0.00%,White
2020,Qtr 2,June,27,0.00%,Asian
2020,Qtr 2,June,27,0.00%,Black
2020,Qtr 2,June,27,14.29%,Latino
2020,Qtr 2,June,27,0.00%,White
2020,Qtr 2,June,28,0.00%,Asian
2020,Qtr 2,June,28,0.00%,Black
2020,Qtr 2,June,28,0.00%,Latino
2020,Qtr 2,June,28,0.00%,White
2020,Qtr 2,June,29,0.00%,Black
2020,Qtr 2,June,29,0.00%,Latino
2020,Qtr 2,June,29,0.00%,White
2020,Qtr 2,June,30,0.00%,Asian
2020,Qtr 2,June,30,50.00%,Black
2020,Qtr 2,June,30,33.33%,Latino
2020,Qtr 2,June,30,0.00%,White
2020,Qtr 3,July,1,0.00%,Asian
2020,Qtr 3,July,1,0.00%,Black
2020,Qtr 3,July,1,25.00%,Latino
2020,Qtr 3,July,1,0.00%,White
2020,Qtr 3,July,2,0.00%,Missing/Unknown
2020,Qtr 3,July,2,0.00%,Asian
2020,Qtr 3,July,2,0.00%,Black
2020,Qtr 3,July,2,25.00%,Latino
2020,Qtr 3,July,2,33.33%,White
2020,Qtr 3,July,3,0.00%,Asian
2020,Qtr 3,July,3,0.00%,Latino
2020,Qtr 3,July,3,0.00%,White
2020,Qtr 3,July,4,0.00%,Black
2020,Qtr 3,July,4,0.00%,White
2020,Qtr 3,July,5,0.00%,Asian
2020,Qtr 3,July,5,0.00%,Black
2020,Qtr 3,July,5,0.00%,Latino
2020,Qtr 3,July,5,0.00%,White
2020,Qtr 3,July,6,0.00%,Asian
2020,Qtr 3,July,6,0.00%,Black
2020,Qtr 3,July,6,33.33%,Latino
2020,Qtr 3,July,6,0.00%,White
2020,Qtr 3,July,7,0.00%,Missing/Unknown
2020,Qtr 3,July,7,25.00%,Latino
2020,Qtr 3,July,7,0.00%,White
2020,Qtr 3,July,8,33.33%,Asian
2020,Qtr 3,July,8,0.00%,Black
2020,Qtr 3,July,8,14.29%,Latino
2020,Qtr 3,July,8,20.00%,White
2020,Qtr 3,July,9,100.00%,Asian
2020,Qtr 3,July,9,0.00%,Black
2020,Qtr 3,July,9,33.33%,Latino
2020,Qtr 3,July,9,0.00%,White
2020,Qtr 3,July,10,0.00%,Asian
2020,Qtr 3,July,10,0.00%,Black
2020,Qtr 3,July,10,50.00%,Latino
2020,Qtr 3,July,10,33.33%,White
2020,Qtr 3,July,11,0.00%,Asian
2020,Qtr 3,July,11,0.00%,Latino
2020,Qtr 3,July,12,0.00%,Latino
2020,Qtr 3,July,13,0.00%,Black
2020,Qtr 3,July,13,20.00%,Latino
2020,Qtr 3,July,13,12.50%,White
2020,Qtr 3,July,14,0.00%,Asian
2020,Qtr 3,July,14,0.00%,Black
2020,Qtr 3,July,14,0.00%,Latino
2020,Qtr 3,July,14,0.00%,White
2020,Qtr 3,July,15,0.00%,Asian
2020,Qtr 3,July,15,0.00%,Black
2020,Qtr 3,July,15,0.00%,Latino
2020,Qtr 3,July,16,0.00%,Asian
2020,Qtr 3,July,16,0.00%,Latino
2020,Qtr 3,July,16,0.00%,White
2020,Qtr 3,July,17,0.00%,Missing/Unknown
2020,Qtr 3,July,17,0.00%,Asian
2020,Qtr 3,July,17,0.00%,Black
2020,Qtr 3,July,17,50.00%,Latino
2020,Qtr 3,July,17,50.00%,White
2020,Qtr 3,July,18,0.00%,Asian
2020,Qtr 3,July,18,14.29%,Black
2020,Qtr 3,July,18,2.78%,Latino
2020,Qtr 3,July,18,7.69%,White
2020,Qtr 3,July,19,0.00%,Missing/Unknown
2020,Qtr 3,July,19,15.38%,Asian
2020,Qtr 3,July,19,0.00%,Black
2020,Qtr 3,July,19,0.00%,Latino
2020,Qtr 3,July,19,0.00%,White
2020,Qtr 3,July,20,100.00%,Asian
2020,Qtr 3,July,20,0.00%,Black
2020,Qtr 3,July,20,33.33%,Latino
2020,Qtr 3,July,20,33.33%,White
2020,Qtr 3,July,21,0.00%,Missing/Unknown
2020,Qtr 3,July,21,0.00%,Asian
2020,Qtr 3,July,21,0.00%,Black
2020,Qtr 3,July,21,50.00%,Latino
2020,Qtr 3,July,21,0.00%,White
2020,Qtr 3,July,22,33.33%,Latino
2020,Qtr 3,July,22,0.00%,White
2020,Qtr 3,July,23,0.00%,Missing/Unknown
2020,Qtr 3,July,23,50.00%,Black
2020,Qtr 3,July,23,20.00%,Latino
2020,Qtr 3,July,23,0.00%,White
2020,Qtr 3,July,24,0.00%,Missing/Unknown
2020,Qtr 3,July,24,0.00%,Asian
2020,Qtr 3,July,24,0.00%,Black
2020,Qtr 3,July,24,8.33%,Latino
2020,Qtr 3,July,24,0.00%,White
2020,Qtr 3,July,25,0.00%,Asian
2020,Qtr 3,July,25,0.00%,Latino
2020,Qtr 3,July,25,0.00%,White
2020,Qtr 3,July,26,100.00%,Missing/Unknown
2020,Qtr 3,July,26,0.00%,Latino
2020,Qtr 3,July,26,0.00%,White
2020,Qtr 3,July,27,25.00%,Asian
2020,Qtr 3,July,27,33.33%,Black
2020,Qtr 3,July,27,0.00%,Latino
2020,Qtr 3,July,27,50.00%,White
2020,Qtr 3,July,28,33.33%,Latino
2020,Qtr 3,July,28,0.00%,White
2020,Qtr 3,July,29,25.00%,Latino
2020,Qtr 3,July,29,25.00%,White
2020,Qtr 3,July,30,0.00%,Asian
2020,Qtr 3,July,30,0.00%,Black
2020,Qtr 3,July,30,16.67%,Latino
2020,Qtr 3,July,30,25.00%,White
2020,Qtr 3,July,31,0.00%,Black
2020,Qtr 3,July,31,14.29%,Latino
