Year,Quarter,Month,Day,Average of VIC_JUV_max,Average of VIC_TEEN_max
2018,Qtr 4,November,7,0.00%,4.44%
2018,Qtr 4,November,8,0.00%,0.00%
2018,Qtr 4,November,9,3.23%,0.00%
2018,Qtr 4,November,10,0.00%,0.00%
2018,Qtr 4,November,11,0.00%,0.00%
2018,Qtr 4,November,13,2.70%,0.00%
2018,Qtr 4,November,14,3.33%,0.00%
2018,Qtr 4,November,15,5.88%,11.76%
2018,Qtr 4,November,16,0.00%,0.00%
2018,Qtr 4,November,19,5.88%,0.00%
2018,Qtr 4,November,20,0.00%,7.14%
2018,Qtr 4,November,21,0.00%,4.55%
2018,Qtr 4,November,22,0.00%,0.00%
2018,Qtr 4,November,24,16.67%,0.00%
2018,Qtr 4,November,25,0.00%,0.00%
2018,Qtr 4,November,26,5.00%,1.67%
2018,Qtr 4,November,27,0.00%,2.13%
2018,Qtr 4,November,28,0.00%,3.51%
2018,Qtr 4,November,29,7.14%,0.00%
2018,Qtr 4,November,30,2.78%,2.78%
2018,Qtr 4,December,2,0.00%,0.00%
2018,Qtr 4,December,3,0.00%,2.56%
2018,Qtr 4,December,4,8.33%,8.33%
2018,Qtr 4,December,5,8.70%,0.00%
2018,Qtr 4,December,6,0.00%,2.50%
2018,Qtr 4,December,7,0.00%,2.44%
2018,Qtr 4,December,8,0.00%,0.00%
2018,Qtr 4,December,10,0.00%,2.17%
2018,Qtr 4,December,11,0.00%,6.67%
2018,Qtr 4,December,12,0.00%,3.03%
2018,Qtr 4,December,13,0.00%,0.00%
2018,Qtr 4,December,14,11.11%,16.67%
2018,Qtr 4,December,17,2.08%,2.08%
2018,Qtr 4,December,18,2.13%,2.13%
2018,Qtr 4,December,19,0.00%,3.13%
2018,Qtr 4,December,20,0.00%,2.86%
2018,Qtr 4,December,21,0.00%,0.00%
2018,Qtr 4,December,22,0.00%,0.00%
2018,Qtr 4,December,24,0.00%,0.00%
2018,Qtr 4,December,26,0.00%,5.13%
2018,Qtr 4,December,27,0.00%,0.00%
2018,Qtr 4,December,28,6.25%,12.50%
2018,Qtr 4,December,31,4.00%,0.00%
2019,Qtr 1,January,2,0.00%,0.00%
2019,Qtr 1,January,3,7.14%,9.52%
2019,Qtr 1,January,4,0.00%,0.00%
2019,Qtr 1,January,5,10.00%,0.00%
2019,Qtr 1,January,7,2.04%,8.16%
2019,Qtr 1,January,8,7.27%,1.82%
2019,Qtr 1,January,9,4.76%,0.00%
2019,Qtr 1,January,10,2.94%,0.00%
2019,Qtr 1,January,11,13.04%,4.35%
2019,Qtr 1,January,14,0.00%,0.00%
2019,Qtr 1,January,15,11.11%,3.70%
2019,Qtr 1,January,16,8.82%,2.94%
2019,Qtr 1,January,17,0.00%,0.00%
2019,Qtr 1,January,18,0.00%,0.00%
2019,Qtr 1,January,19,0.00%,0.00%
2019,Qtr 1,January,20,0.00%,0.00%
2019,Qtr 1,January,22,1.72%,1.72%
2019,Qtr 1,January,23,11.54%,0.00%
2019,Qtr 1,January,24,7.41%,0.00%
2019,Qtr 1,January,25,3.23%,0.00%
2019,Qtr 1,January,28,8.33%,5.56%
2019,Qtr 1,January,29,3.45%,3.45%
2019,Qtr 1,January,30,3.70%,0.00%
2019,Qtr 1,January,31,7.41%,7.41%
2019,Qtr 1,February,1,0.00%,5.41%
2019,Qtr 1,February,2,0.00%,0.00%
2019,Qtr 1,February,3,0.00%,0.00%
2019,Qtr 1,February,4,0.00%,2.22%
2019,Qtr 1,February,5,0.00%,4.65%
2019,Qtr 1,February,6,0.00%,0.00%
2019,Qtr 1,February,7,7.69%,0.00%
2019,Qtr 1,February,8,2.56%,2.56%
2019,Qtr 1,February,9,0.00%,0.00%
2019,Qtr 1,February,10,0.00%,0.00%
2019,Qtr 1,February,11,2.38%,2.38%
2019,Qtr 1,February,12,8.82%,2.94%
2019,Qtr 1,February,13,2.56%,2.56%
2019,Qtr 1,February,14,0.00%,0.00%
2019,Qtr 1,February,15,0.00%,5.00%
2019,Qtr 1,February,16,0.00%,0.00%
2019,Qtr 1,February,17,0.00%,0.00%
2019,Qtr 1,February,18,0.00%,100.00%
2019,Qtr 1,February,19,2.44%,4.88%
2019,Qtr 1,February,20,0.00%,3.13%
2019,Qtr 1,February,21,0.00%,0.00%
2019,Qtr 1,February,22,1.92%,3.85%
2019,Qtr 1,February,25,5.08%,0.00%
2019,Qtr 1,February,26,2.78%,0.00%
2019,Qtr 1,February,27,3.57%,0.00%
2019,Qtr 1,February,28,3.45%,0.00%
2019,Qtr 1,March,1,0.00%,3.57%
2019,Qtr 1,March,4,2.56%,0.00%
2019,Qtr 1,March,5,0.00%,0.00%
2019,Qtr 1,March,6,2.38%,2.38%
2019,Qtr 1,March,7,3.57%,0.00%
2019,Qtr 1,March,8,13.79%,0.00%
2019,Qtr 1,March,11,7.14%,0.00%
2019,Qtr 1,March,12,2.56%,0.00%
2019,Qtr 1,March,13,0.00%,3.23%
2019,Qtr 1,March,14,0.00%,3.70%
2019,Qtr 1,March,15,0.00%,0.00%
2019,Qtr 1,March,16,0.00%,0.00%
2019,Qtr 1,March,18,8.57%,2.86%
2019,Qtr 1,March,19,0.00%,7.41%
2019,Qtr 1,March,20,0.00%,0.00%
2019,Qtr 1,March,21,5.41%,0.00%
2019,Qtr 1,March,22,0.00%,0.00%
2019,Qtr 1,March,25,0.00%,0.00%
2019,Qtr 1,March,26,7.14%,3.57%
2019,Qtr 1,March,27,0.00%,0.00%
2019,Qtr 1,March,28,8.00%,0.00%
2019,Qtr 1,March,29,6.06%,6.06%
2019,Qtr 1,March,30,0.00%,0.00%
2019,Qtr 1,March,31,7.14%,0.00%
2019,Qtr 2,April,2,0.00%,0.00%
2019,Qtr 2,April,3,0.00%,0.00%
2019,Qtr 2,April,4,8.11%,10.81%
2019,Qtr 2,April,5,0.00%,6.67%
2019,Qtr 2,April,6,0.00%,0.00%
2019,Qtr 2,April,7,0.00%,0.00%
2019,Qtr 2,April,8,0.00%,0.00%
2019,Qtr 2,April,9,5.71%,2.86%
2019,Qtr 2,April,10,0.00%,0.00%
2019,Qtr 2,April,11,0.00%,4.55%
2019,Qtr 2,April,12,8.33%,0.00%
2019,Qtr 2,April,13,0.00%,0.00%
2019,Qtr 2,April,14,0.00%,0.00%
2019,Qtr 2,April,15,2.78%,2.78%
2019,Qtr 2,April,16,0.00%,2.22%
2019,Qtr 2,April,17,0.00%,0.00%
2019,Qtr 2,April,18,7.41%,0.00%
2019,Qtr 2,April,19,7.32%,2.44%
2019,Qtr 2,April,20,0.00%,2.70%
2019,Qtr 2,April,22,8.57%,2.86%
2019,Qtr 2,April,23,4.44%,4.44%
2019,Qtr 2,April,24,3.45%,3.45%
2019,Qtr 2,April,25,0.00%,0.00%
2019,Qtr 2,April,26,2.94%,0.00%
2019,Qtr 2,April,27,0.00%,0.00%
2019,Qtr 2,April,28,11.11%,0.00%
2019,Qtr 2,April,29,3.33%,3.33%
2019,Qtr 2,April,30,0.00%,0.00%
2019,Qtr 2,May,1,0.00%,4.35%
2019,Qtr 2,May,2,4.17%,20.83%
2019,Qtr 2,May,3,0.00%,0.00%
2019,Qtr 2,May,5,0.00%,2.33%
2019,Qtr 2,May,6,0.00%,6.78%
2019,Qtr 2,May,7,0.00%,0.00%
2019,Qtr 2,May,8,0.00%,0.00%
2019,Qtr 2,May,9,3.13%,9.38%
2019,Qtr 2,May,10,4.76%,0.00%
2019,Qtr 2,May,11,0.00%,0.00%
2019,Qtr 2,May,12,0.00%,0.00%
2019,Qtr 2,May,13,0.00%,3.03%
2019,Qtr 2,May,14,4.35%,0.00%
2019,Qtr 2,May,15,3.45%,3.45%
2019,Qtr 2,May,16,0.00%,10.00%
2019,Qtr 2,May,17,0.00%,0.00%
2019,Qtr 2,May,18,0.00%,0.00%
2019,Qtr 2,May,19,0.00%,0.00%
2019,Qtr 2,May,20,3.03%,0.00%
2019,Qtr 2,May,21,13.79%,0.00%
2019,Qtr 2,May,22,2.86%,2.86%
2019,Qtr 2,May,23,4.55%,0.00%
2019,Qtr 2,May,24,0.00%,2.94%
2019,Qtr 2,May,25,0.00%,0.00%
2019,Qtr 2,May,26,0.00%,0.00%
2019,Qtr 2,May,28,5.71%,8.57%
2019,Qtr 2,May,29,0.00%,3.85%
2019,Qtr 2,May,30,0.00%,2.86%
2019,Qtr 2,May,31,8.70%,0.00%
2019,Qtr 2,June,1,3.57%,3.57%
2019,Qtr 2,June,2,0.00%,0.00%
2019,Qtr 2,June,3,6.06%,3.03%
2019,Qtr 2,June,4,5.26%,0.00%
2019,Qtr 2,June,5,2.44%,0.00%
2019,Qtr 2,June,6,3.57%,7.14%
2019,Qtr 2,June,7,0.00%,9.52%
2019,Qtr 2,June,8,0.00%,0.00%
2019,Qtr 2,June,9,0.00%,0.00%
2019,Qtr 2,June,10,11.11%,0.00%
2019,Qtr 2,June,11,1.69%,5.08%
2019,Qtr 2,June,12,0.00%,0.00%
2019,Qtr 2,June,13,4.00%,4.00%
2019,Qtr 2,June,14,0.00%,2.38%
2019,Qtr 2,June,15,0.00%,0.00%
2019,Qtr 2,June,17,1.85%,3.70%
2019,Qtr 2,June,18,2.00%,10.00%
2019,Qtr 2,June,19,0.00%,0.00%
2019,Qtr 2,June,20,5.88%,5.88%
2019,Qtr 2,June,21,0.00%,3.13%
2019,Qtr 2,June,23,0.00%,0.00%
2019,Qtr 2,June,24,0.00%,0.00%
2019,Qtr 2,June,25,0.00%,2.27%
2019,Qtr 2,June,26,0.00%,0.00%
2019,Qtr 2,June,27,4.26%,4.26%
2019,Qtr 2,June,28,6.25%,0.00%
2019,Qtr 2,June,29,0.00%,0.00%
2019,Qtr 2,June,30,0.00%,0.00%
2019,Qtr 3,July,1,5.00%,6.67%
2019,Qtr 3,July,2,3.03%,0.00%
2019,Qtr 3,July,3,4.35%,4.35%
2019,Qtr 3,July,5,3.23%,3.23%
2019,Qtr 3,July,6,0.00%,0.00%
2019,Qtr 3,July,8,4.35%,4.35%
2019,Qtr 3,July,9,0.00%,2.63%
2019,Qtr 3,July,10,0.00%,4.65%
2019,Qtr 3,July,11,1.85%,0.00%
2019,Qtr 3,July,12,2.56%,2.56%
2019,Qtr 3,July,14,0.00%,0.00%
2019,Qtr 3,July,15,4.65%,2.33%
2019,Qtr 3,July,16,3.13%,0.00%
2019,Qtr 3,July,17,0.00%,0.00%
2019,Qtr 3,July,18,0.00%,0.00%
2019,Qtr 3,July,19,0.00%,6.45%
2019,Qtr 3,July,22,3.45%,0.00%
2019,Qtr 3,July,23,7.89%,2.63%
2019,Qtr 3,July,24,0.00%,0.00%
2019,Qtr 3,July,25,0.00%,0.00%
2019,Qtr 3,July,26,0.00%,0.00%
2019,Qtr 3,July,27,0.00%,0.00%
2019,Qtr 3,July,28,0.00%,0.00%
2019,Qtr 3,July,29,0.00%,6.25%
2019,Qtr 3,July,30,3.45%,3.45%
2019,Qtr 3,July,31,0.00%,0.00%
2019,Qtr 3,August,1,5.26%,0.00%
2019,Qtr 3,August,2,5.00%,5.00%
2019,Qtr 3,August,3,0.00%,0.00%
2019,Qtr 3,August,5,0.00%,0.00%
2019,Qtr 3,August,6,0.00%,4.88%
2019,Qtr 3,August,7,0.00%,0.00%
2019,Qtr 3,August,8,0.00%,0.00%
2019,Qtr 3,August,9,0.00%,3.70%
2019,Qtr 3,August,10,0.00%,0.00%
2019,Qtr 3,August,11,0.00%,0.00%
2019,Qtr 3,August,12,2.38%,2.38%
2019,Qtr 3,August,13,2.00%,2.00%
2019,Qtr 3,August,14,0.00%,2.22%
2019,Qtr 3,August,15,0.00%,0.00%
2019,Qtr 3,August,16,0.00%,0.00%
2019,Qtr 3,August,17,11.11%,0.00%
2019,Qtr 3,August,18,0.00%,0.00%
2019,Qtr 3,August,19,2.22%,2.22%
2019,Qtr 3,August,20,0.00%,0.00%
2019,Qtr 3,August,21,0.00%,0.00%
2019,Qtr 3,August,22,0.00%,0.00%
2019,Qtr 3,August,23,7.89%,0.00%
2019,Qtr 3,August,24,0.00%,0.00%
2019,Qtr 3,August,25,0.00%,0.00%
2019,Qtr 3,August,26,0.00%,2.38%
2019,Qtr 3,August,27,2.94%,0.00%
2019,Qtr 3,August,28,0.00%,2.86%
2019,Qtr 3,August,29,3.77%,0.00%
2019,Qtr 3,August,30,0.00%,12.50%
2019,Qtr 3,August,31,0.00%,0.00%
2019,Qtr 3,September,1,7.69%,0.00%
2019,Qtr 3,September,3,0.00%,1.45%
2019,Qtr 3,September,4,5.56%,1.85%
2019,Qtr 3,September,5,0.00%,2.08%
2019,Qtr 3,September,6,0.00%,0.00%
2019,Qtr 3,September,7,0.00%,0.00%
2019,Qtr 3,September,8,0.00%,0.00%
2019,Qtr 3,September,9,5.26%,3.51%
2019,Qtr 3,September,10,2.04%,2.04%
2019,Qtr 3,September,11,0.00%,0.00%
2019,Qtr 3,September,12,0.00%,2.94%
2019,Qtr 3,September,13,0.00%,3.23%
2019,Qtr 3,September,14,0.00%,0.00%
2019,Qtr 3,September,16,6.82%,0.00%
2019,Qtr 3,September,17,3.70%,1.85%
2019,Qtr 3,September,18,0.00%,2.00%
2019,Qtr 3,September,19,0.00%,0.00%
2019,Qtr 3,September,20,5.71%,5.71%
2019,Qtr 3,September,21,0.00%,11.76%
2019,Qtr 3,September,23,2.27%,4.55%
2019,Qtr 3,September,24,0.00%,2.13%
2019,Qtr 3,September,25,0.00%,2.78%
2019,Qtr 3,September,26,0.00%,2.94%
2019,Qtr 3,September,27,4.76%,4.76%
2019,Qtr 3,September,28,0.00%,0.00%
2019,Qtr 3,September,29,0.00%,0.00%
2019,Qtr 3,September,30,0.00%,4.76%
2019,Qtr 4,October,1,0.00%,0.00%
2019,Qtr 4,October,2,0.00%,0.00%
2019,Qtr 4,October,3,3.70%,0.00%
2019,Qtr 4,October,4,0.00%,0.00%
2019,Qtr 4,October,5,12.50%,0.00%
2019,Qtr 4,October,6,0.00%,0.00%
2019,Qtr 4,October,7,2.38%,2.38%
2019,Qtr 4,October,8,0.00%,6.25%
2019,Qtr 4,October,9,0.00%,0.00%
2019,Qtr 4,October,10,2.94%,2.94%
2019,Qtr 4,October,11,0.00%,0.00%
2019,Qtr 4,October,15,0.00%,0.00%
2019,Qtr 4,October,16,6.52%,4.35%
2019,Qtr 4,October,17,2.27%,4.55%
2019,Qtr 4,October,18,2.50%,2.50%
2019,Qtr 4,October,19,0.00%,3.85%
2019,Qtr 4,October,21,2.33%,1.16%
2019,Qtr 4,October,22,2.17%,8.70%
2019,Qtr 4,October,23,3.03%,0.00%
2019,Qtr 4,October,24,12.12%,12.12%
2019,Qtr 4,October,25,0.00%,0.00%
2019,Qtr 4,October,28,5.41%,2.70%
2019,Qtr 4,October,29,2.04%,0.00%
2019,Qtr 4,October,30,0.00%,0.00%
2019,Qtr 4,October,31,0.00%,7.41%
2019,Qtr 4,November,1,0.00%,2.63%
2019,Qtr 4,November,3,0.00%,0.00%
2019,Qtr 4,November,4,5.13%,5.13%
2019,Qtr 4,November,5,0.00%,3.13%
2019,Qtr 4,November,6,3.33%,0.00%
2019,Qtr 4,November,7,7.14%,3.57%
2019,Qtr 4,November,8,0.00%,2.94%
2019,Qtr 4,November,12,2.04%,0.00%
2019,Qtr 4,November,13,0.00%,0.00%
2019,Qtr 4,November,14,0.00%,0.00%
2019,Qtr 4,November,15,3.70%,0.00%
2019,Qtr 4,November,18,5.00%,0.00%
2019,Qtr 4,November,19,3.70%,0.00%
2019,Qtr 4,November,20,0.00%,0.00%
2019,Qtr 4,November,21,8.00%,0.00%
2019,Qtr 4,November,22,0.00%,0.00%
2019,Qtr 4,November,25,0.00%,0.00%
2019,Qtr 4,November,26,3.13%,3.13%
2019,Qtr 4,November,27,0.00%,0.00%
2019,Qtr 4,December,2,6.82%,9.09%
2019,Qtr 4,December,3,3.23%,0.00%
2019,Qtr 4,December,4,0.00%,0.00%
2019,Qtr 4,December,5,0.00%,0.00%
2019,Qtr 4,December,6,6.90%,0.00%
2019,Qtr 4,December,9,0.00%,0.00%
2019,Qtr 4,December,10,2.63%,2.63%
2019,Qtr 4,December,11,3.57%,3.57%
2019,Qtr 4,December,12,0.00%,2.86%
2019,Qtr 4,December,13,0.00%,0.00%
2019,Qtr 4,December,16,0.00%,0.00%
2019,Qtr 4,December,17,3.23%,3.23%
2019,Qtr 4,December,18,0.00%,0.00%
2019,Qtr 4,December,19,0.00%,3.23%
2019,Qtr 4,December,20,0.00%,0.00%
2019,Qtr 4,December,23,4.88%,2.44%
2019,Qtr 4,December,24,7.69%,0.00%
2019,Qtr 4,December,26,0.00%,0.00%
2019,Qtr 4,December,27,6.67%,0.00%
2019,Qtr 4,December,30,0.00%,6.67%
2019,Qtr 4,December,31,0.00%,0.00%
2020,Qtr 1,January,2,5.71%,2.86%
2020,Qtr 1,January,3,0.00%,0.00%
2020,Qtr 1,January,4,0.00%,0.00%
2020,Qtr 1,January,5,0.00%,0.00%
2020,Qtr 1,January,6,0.00%,2.94%
2020,Qtr 1,January,7,5.41%,5.41%
2020,Qtr 1,January,8,2.70%,2.70%
2020,Qtr 1,January,9,3.85%,3.85%
2020,Qtr 1,January,10,2.63%,0.00%
2020,Qtr 1,January,11,3.39%,3.39%
2020,Qtr 1,January,12,2.33%,4.65%
2020,Qtr 1,January,13,3.23%,0.00%
2020,Qtr 1,January,14,3.13%,0.00%
2020,Qtr 1,January,15,4.55%,2.27%
2020,Qtr 1,January,16,3.57%,3.57%
2020,Qtr 1,January,17,0.00%,0.00%
2020,Qtr 1,January,18,3.33%,0.00%
2020,Qtr 1,January,19,0.00%,0.00%
2020,Qtr 1,January,21,1.56%,1.56%
2020,Qtr 1,January,22,0.00%,2.38%
2020,Qtr 1,January,23,4.55%,4.55%
2020,Qtr 1,January,24,8.70%,4.35%
2020,Qtr 1,January,25,5.26%,15.79%
2020,Qtr 1,January,26,0.00%,4.35%
2020,Qtr 1,January,27,4.84%,4.84%
2020,Qtr 1,January,28,5.26%,2.63%
2020,Qtr 1,January,29,2.78%,2.78%
2020,Qtr 1,January,30,0.00%,2.56%
2020,Qtr 1,January,31,0.00%,3.13%
2020,Qtr 1,February,1,0.00%,0.00%
2020,Qtr 1,February,2,0.00%,0.00%
2020,Qtr 1,February,3,7.14%,7.14%
2020,Qtr 1,February,4,0.00%,4.76%
2020,Qtr 1,February,5,0.00%,2.56%
2020,Qtr 1,February,6,0.00%,2.38%
2020,Qtr 1,February,7,3.57%,7.14%
2020,Qtr 1,February,8,0.00%,0.00%
2020,Qtr 1,February,9,0.00%,0.00%
2020,Qtr 1,February,10,3.45%,0.00%
2020,Qtr 1,February,11,8.33%,0.00%
2020,Qtr 1,February,12,4.76%,0.00%
2020,Qtr 1,February,13,2.94%,0.00%
2020,Qtr 1,February,14,0.00%,0.00%
2020,Qtr 1,February,15,0.00%,0.00%
2020,Qtr 1,February,16,0.00%,0.00%
2020,Qtr 1,February,18,0.00%,4.88%
2020,Qtr 1,February,19,2.38%,0.00%
2020,Qtr 1,February,20,0.00%,0.00%
2020,Qtr 1,February,21,5.88%,0.00%
2020,Qtr 1,February,22,0.00%,0.00%
2020,Qtr 1,February,23,0.00%,0.00%
2020,Qtr 1,February,24,2.22%,4.44%
2020,Qtr 1,February,25,0.00%,0.00%
2020,Qtr 1,February,26,0.00%,0.00%
2020,Qtr 1,February,27,0.00%,0.00%
2020,Qtr 1,February,28,0.00%,0.00%
2020,Qtr 1,February,29,0.00%,0.00%
2020,Qtr 1,March,1,0.00%,0.00%
2020,Qtr 1,March,2,4.00%,0.00%
2020,Qtr 1,March,3,3.51%,1.75%
2020,Qtr 1,March,4,0.00%,2.38%
2020,Qtr 1,March,5,6.82%,0.00%
2020,Qtr 1,March,6,3.70%,0.00%
2020,Qtr 1,March,7,0.00%,0.00%
2020,Qtr 1,March,8,0.00%,0.00%
2020,Qtr 1,March,9,0.00%,2.86%
2020,Qtr 1,March,10,3.70%,0.00%
2020,Qtr 1,March,11,0.00%,0.00%
2020,Qtr 1,March,12,0.00%,2.08%
2020,Qtr 1,March,13,6.67%,6.67%
2020,Qtr 1,March,14,0.00%,0.00%
2020,Qtr 1,March,15,0.00%,0.00%
2020,Qtr 1,March,16,0.00%,0.00%
2020,Qtr 1,March,17,0.00%,0.00%
2020,Qtr 1,March,18,0.00%,0.00%
2020,Qtr 1,March,19,0.00%,0.00%
2020,Qtr 1,March,20,0.00%,10.00%
2020,Qtr 1,March,23,5.00%,5.00%
2020,Qtr 1,March,24,0.00%,2.50%
2020,Qtr 1,March,25,0.00%,0.00%
2020,Qtr 1,March,26,0.00%,0.00%
2020,Qtr 1,March,27,0.00%,0.00%
2020,Qtr 1,March,30,8.11%,0.00%
2020,Qtr 2,April,1,6.67%,6.67%
2020,Qtr 2,April,2,18.75%,6.25%
2020,Qtr 2,April,3,0.00%,0.00%
2020,Qtr 2,April,4,0.00%,0.00%
2020,Qtr 2,April,6,0.00%,3.64%
2020,Qtr 2,April,7,0.00%,3.45%
2020,Qtr 2,April,8,0.00%,0.00%
2020,Qtr 2,April,9,0.00%,0.00%
2020,Qtr 2,April,10,0.00%,0.00%
2020,Qtr 2,April,11,50.00%,0.00%
2020,Qtr 2,April,12,20.00%,20.00%
2020,Qtr 2,April,13,0.00%,0.00%
2020,Qtr 2,April,14,0.00%,6.45%
2020,Qtr 2,April,15,0.00%,0.00%
2020,Qtr 2,April,16,1.72%,0.00%
2020,Qtr 2,April,17,0.00%,0.00%
2020,Qtr 2,April,18,0.00%,0.00%
2020,Qtr 2,April,19,0.00%,0.00%
2020,Qtr 2,April,20,0.00%,0.00%
2020,Qtr 2,April,21,2.33%,2.33%
2020,Qtr 2,April,22,0.00%,0.00%
2020,Qtr 2,April,23,5.00%,5.00%
2020,Qtr 2,April,24,0.00%,2.63%
2020,Qtr 2,April,25,0.00%,0.00%
2020,Qtr 2,April,26,0.00%,10.00%
2020,Qtr 2,April,27,0.00%,8.00%
2020,Qtr 2,April,28,3.03%,1.52%
2020,Qtr 2,April,29,0.00%,2.44%
2020,Qtr 2,April,30,0.00%,0.00%
2020,Qtr 2,May,1,4.55%,0.00%
2020,Qtr 2,May,2,0.00%,0.00%
2020,Qtr 2,May,3,0.00%,0.00%
2020,Qtr 2,May,4,4.65%,0.00%
2020,Qtr 2,May,5,3.03%,3.03%
2020,Qtr 2,May,6,3.70%,3.70%
2020,Qtr 2,May,7,0.00%,0.00%
2020,Qtr 2,May,8,0.00%,0.00%
2020,Qtr 2,May,9,0.00%,0.00%
2020,Qtr 2,May,10,0.00%,0.00%
2020,Qtr 2,May,11,4.00%,8.00%
2020,Qtr 2,May,12,4.00%,0.00%
2020,Qtr 2,May,13,3.57%,0.00%
2020,Qtr 2,May,14,4.76%,0.00%
2020,Qtr 2,May,15,4.55%,0.00%
2020,Qtr 2,May,17,0.00%,0.00%
2020,Qtr 2,May,18,0.00%,0.00%
2020,Qtr 2,May,19,0.00%,4.65%
2020,Qtr 2,May,20,0.00%,0.00%
2020,Qtr 2,May,21,5.71%,2.86%
2020,Qtr 2,May,22,0.00%,4.17%
2020,Qtr 2,May,25,0.00%,0.00%
2020,Qtr 2,May,26,0.00%,1.96%
2020,Qtr 2,May,27,0.00%,2.04%
2020,Qtr 2,May,28,4.76%,2.38%
2020,Qtr 2,May,29,0.00%,4.00%
2020,Qtr 2,May,30,0.00%,0.00%
2020,Qtr 2,May,31,0.00%,0.00%
2020,Qtr 2,June,1,6.45%,0.00%
2020,Qtr 2,June,2,3.13%,0.00%
2020,Qtr 2,June,3,7.89%,0.00%
2020,Qtr 2,June,4,2.50%,0.00%
2020,Qtr 2,June,5,0.00%,0.00%
2020,Qtr 2,June,6,0.00%,0.00%
2020,Qtr 2,June,7,0.00%,0.00%
2020,Qtr 2,June,8,0.00%,0.00%
2020,Qtr 2,June,9,4.17%,8.33%
2020,Qtr 2,June,10,0.00%,0.00%
2020,Qtr 2,June,11,0.00%,0.00%
2020,Qtr 2,June,12,0.00%,4.76%
2020,Qtr 2,June,13,0.00%,0.00%
2020,Qtr 2,June,14,0.00%,2.63%
2020,Qtr 2,June,15,0.00%,10.34%
2020,Qtr 2,June,16,0.00%,2.63%
2020,Qtr 2,June,17,2.33%,4.65%
2020,Qtr 2,June,18,0.00%,4.00%
2020,Qtr 2,June,19,0.00%,2.94%
2020,Qtr 2,June,20,0.00%,0.00%
2020,Qtr 2,June,21,0.00%,0.00%
2020,Qtr 2,June,22,2.78%,0.00%
2020,Qtr 2,June,23,1.96%,0.00%
2020,Qtr 2,June,24,2.94%,0.00%
2020,Qtr 2,June,25,5.71%,0.00%
2020,Qtr 2,June,26,0.00%,3.70%
2020,Qtr 2,June,27,0.00%,0.00%
2020,Qtr 2,June,28,0.00%,0.00%
2020,Qtr 2,June,29,0.00%,2.63%
2020,Qtr 2,June,30,2.00%,0.00%
2020,Qtr 3,July,1,2.78%,2.78%
2020,Qtr 3,July,2,2.00%,2.00%
2020,Qtr 3,July,5,0.00%,0.00%
2020,Qtr 3,July,6,3.85%,1.92%
2020,Qtr 3,July,7,3.85%,3.85%
2020,Qtr 3,July,8,4.17%,4.17%
2020,Qtr 3,July,9,0.00%,3.23%
2020,Qtr 3,July,10,8.57%,5.71%
2020,Qtr 3,July,12,0.00%,0.00%
2020,Qtr 3,July,13,4.00%,0.00%
2020,Qtr 3,July,14,2.86%,0.00%
2020,Qtr 3,July,15,16.67%,0.00%
2020,Qtr 3,July,16,2.50%,2.50%
2020,Qtr 3,July,17,3.03%,0.00%
2020,Qtr 3,July,18,0.00%,12.50%
2020,Qtr 3,July,19,0.00%,50.00%
2020,Qtr 3,July,20,0.00%,0.00%
2020,Qtr 3,July,21,2.22%,0.00%
2020,Qtr 3,July,22,0.00%,0.00%
2020,Qtr 3,July,23,1.96%,1.96%
2020,Qtr 3,July,24,0.00%,5.26%
2020,Qtr 3,July,25,0.00%,0.00%
2020,Qtr 3,July,26,0.00%,0.00%
2020,Qtr 3,July,27,3.33%,0.00%
2020,Qtr 3,July,28,0.00%,0.00%
2020,Qtr 3,July,29,0.00%,0.00%
2020,Qtr 3,July,30,0.00%,0.00%
2020,Qtr 3,July,31,0.00%,0.00%
2020,Qtr 3,August,1,0.00%,0.00%
2020,Qtr 3,August,2,0.00%,0.00%
2020,Qtr 3,August,3,4.88%,0.00%
2020,Qtr 3,August,4,0.00%,2.44%
2020,Qtr 3,August,5,5.56%,0.00%
2020,Qtr 3,August,6,0.00%,3.70%
2020,Qtr 3,August,7,2.70%,0.00%
2020,Qtr 3,August,8,0.00%,0.00%
2020,Qtr 3,August,9,0.00%,0.00%
2020,Qtr 3,August,10,2.04%,0.00%
2020,Qtr 3,August,11,0.00%,0.00%
2020,Qtr 3,August,12,0.00%,2.50%
2020,Qtr 3,August,13,0.00%,8.33%
2020,Qtr 3,August,14,0.00%,0.00%
2020,Qtr 3,August,16,0.00%,0.00%
2020,Qtr 3,August,17,1.30%,1.30%
2020,Qtr 3,August,18,0.00%,0.00%
2020,Qtr 3,August,19,2.86%,2.86%
2020,Qtr 3,August,20,0.00%,3.45%
2020,Qtr 3,August,21,2.94%,2.94%
2020,Qtr 3,August,22,0.00%,0.00%
2020,Qtr 3,August,24,11.11%,0.00%
2020,Qtr 3,August,25,3.03%,3.03%
2020,Qtr 3,August,26,2.13%,0.00%
2020,Qtr 3,August,27,0.00%,0.00%
2020,Qtr 3,August,28,0.00%,0.00%
2020,Qtr 3,August,29,0.00%,0.00%
2020,Qtr 3,August,30,0.00%,0.00%
2020,Qtr 3,August,31,0.00%,0.00%
2020,Qtr 3,September,1,5.56%,0.00%
2020,Qtr 3,September,2,2.78%,0.00%
2020,Qtr 3,September,3,7.69%,0.00%
2020,Qtr 3,September,4,0.00%,0.00%
